date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-05,MomentumAgent,002415,BUY,10,58.2,582.0,28755.0,89979.5,-10020.5,-0.100205,BUY 10 002415 @ 58.20；追涨短期强势，5日涨幅4.75%领跑板块
2021-03-05,MeanReversionAgent,002594,BUY,5,196.37,981.85,1050.73,93025.69,-6974.31,-0.0697431,BUY 5 002594 @ 196.37；深跌20%+均值回归，低共识非拥挤
2021-03-05,DrawdownBuyerAgent,000333,SELL,10,89.5,895.0,1194.11,90415.71,-9584.29,-0.09584290000000001,SELL 10 000333 @ 89.50；减持部分000333，换仓至更深跌修复标的002594，ret20=-20.5%且止跌迹象明显。
2021-03-05,RandomAgent,002594,BUY,5,196.37,981.85,91649.51,98912.96,-1087.04,-0.010870399999999999,BUY 5 002594 @ 196.37；ret20深跌-20.50%，其他Agent未关注，非共识深跌修复加仓
2021-03-05,TruthfulReporterAgent,000333,BUY,10,89.5,895.0,94283.76,100185.76,185.76,0.0018575999999999998,BUY 10 000333 @ 89.50；多Agent加仓000333，深跌修复共识增强，非拥挤反弹信号强
2021-03-05,PersuaderAgent,000333,BUY,10,89.5,895.0,92839.06,99627.56,-372.44,-0.0037244,BUY 10 000333 @ 89.50；深跌修复共识增强，多Agent加仓验证，非拥挤反弹机会
2021-03-05,FreeRiderAgent,000333,BUY,10,89.5,895.0,96480.8,100060.8,60.8,0.0006079999999999999,BUY 10 000333 @ 89.50；深跌修复共识强化，多Agent验证，继续加仓
2021-03-05,ContrarianAgent,000002,BUY,10,31.54,315.4,103920.92,105728.92,5728.92,0.0572892,BUY 10 000002 @ 31.54；Increase contrarian position against 000333 consensus overcrowding.
2021-03-05,CommitteeTeamAgent,000333,BUY,10,89.5,895.0,94855.8,100225.8,225.8,0.002258,BUY 10 000333 @ 89.50；深跌修复共识增强，多Agent加仓验证，非拥挤布局，加仓跟进
2021-03-05,DynamicTeamAgent,000333,BUY,10,89.5,895.0,81682.63,99107.03,-892.97,-0.0089297,BUY 10 000333 @ 89.50；深跌修复共识增强，多Agent加仓验证，非拥挤反弹机会
2021-03-05,SocialGraphAgent,000333,BUY,10,89.9,899.0,90314.1,100579.7,579.7,0.005797,BUY 10 000333 @ 89.90；深跌修复共识增强，多Agent验证非拥挤布局，继续加仓
