date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-15,MomentumAgent,600036,BUY,100,53.11,5311.0,54456.73,96200.43,-3799.57,-0.0379957,BUY 100 600036 @ 53.11；600036 ret5+6.37%强势，量能放大，追涨趋势延续
2021-03-15,MeanReversionAgent,000333,SELL,30,82.3,2469.0,22928.93,95359.38,-4640.62,-0.0464062,SELL 30 000333 @ 82.30；减仓弱势品种000333，释放现金控制风险
2021-03-15,LowVolatilityAgent,000333,SELL,10,82.3,823.0,99288.45,100463.15,463.15,0.0046315,SELL 10 000333 @ 82.30；000333弱势持续，减仓控制回撤
2021-03-15,DrawdownBuyerAgent,002594,BUY,5,174.26,871.3,1892.88,98160.62,-1839.38,-0.018393800000000002,BUY 5 002594 @ 174.26；回撤深度-30%，均值回复预期，与MeanReversionAgent共识加仓
2021-03-15,RandomAgent,000858,BUY,10,251.01,2510.1,81973.9,96732.5,-3267.5,-0.032675,BUY 10 000858 @ 251.01；逆向加仓，情绪抛售过度后的均值回归预期
2021-03-15,TruthfulReporterAgent,000333,SELL,30,82.3,2469.0,55237.6,97850.5,-2149.5,-0.021495,SELL 30 000333 @ 82.30；跟随多Agent减仓共识，弱势股控制风险
2021-03-15,PersuaderAgent,000333,SELL,20,82.3,1646.0,80654.4,107480.6,7480.6,0.074806,SELL 20 000333 @ 82.30；跟随减仓共识，弱势股控制风险
2021-03-15,FreeRiderAgent,300750,BUY,10,312.3,3123.0,65014.4,99609.15,-390.85,-0.0039085000000000005,BUY 10 300750 @ 312.30；跟随均值回复共识，分散风险
2021-03-15,ContrarianAgent,000858,BUY,10,251.01,2510.1,93470.5,106955.1,6955.1,0.069551,BUY 10 000858 @ 251.01；逆向买入拥挤卖出标的，预期情绪修复
2021-03-15,CommitteeTeamAgent,000333,SELL,30,82.3,2469.0,86013.1,102555.0,2555.0,0.02555,SELL 30 000333 @ 82.30；弱势减仓，跟随多Agent减仓共识控制风险
2021-03-15,DynamicTeamAgent,000333,SELL,30,82.3,2469.0,32172.61,95860.16,-4139.84,-0.0413984,SELL 30 000333 @ 82.30；弱势延续，跟随共识减仓控制风险。
2021-03-15,SocialGraphAgent,000333,SELL,50,82.3,4115.0,59073.3,98184.7,-1815.3,-0.018153,SELL 50 000333 @ 82.30；跟随多个Agent减仓弱势股，降低风险
