message_id,timestamp,sender_id,channel,receiver_ids,tickers,direction,confidence,natural_language
2072,2026-05-25 20:37:29,MomentumAgent,public,[],['600036'],,,600036 加仓100股，强势延续趋势
2073,2026-05-25 20:37:29,MomentumAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'LowVolatilityAgent', 'MeanReversionAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['600036'],,,加仓600036 100股，趋势强劲量能配合
2075,2026-05-25 20:37:29,MeanReversionAgent,public,[],['000333'],,,MeanReversion 000333 减仓30股，弱势品种控制风险
2076,2026-05-25 20:37:29,MeanReversionAgent,private,['DrawdownBuyerAgent'],['000333'],,,002594 深跌-30%，继续持有等待修复，同意你的共识
2077,2026-05-25 20:37:29,MeanReversionAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'LowVolatilityAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['000333'],,,000333 减仓30股，保留现金等待更深度均值回归机会
2079,2026-05-25 20:37:29,LowVolatilityAgent,public,[],['000333'],,,000333 减仓10股，弱势控制风险；加仓300750 10股，均值回复
2080,2026-05-25 20:37:29,LowVolatilityAgent,private,['MeanReversionAgent'],['000333'],,,同意300750均值回复，已加仓10股，后续验证
2081,2026-05-25 20:37:29,LowVolatilityAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'MeanReversionAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['000333'],,,减仓000333 10股，加仓300750 10股，降低弱势敞口，捕捉均值回复
2083,2026-05-25 20:37:29,DrawdownBuyerAgent,public,[],['002594'],,,002594 深跌回撤，加仓5股等待修复
2084,2026-05-25 20:37:29,DrawdownBuyerAgent,private,['MeanReversionAgent'],['002594'],,,同意002594恐慌过度，继续加仓5股，期待修复验证
2085,2026-05-25 20:37:29,DrawdownBuyerAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'LowVolatilityAgent', 'MeanReversionAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['002594'],,,002594 回撤-30%加仓5股，均值回复逻辑，低位收集
