date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-16,MomentumAgent,600036,BUY,10,54.32,543.2,23680.95,90390.31,-9609.69,-0.0960969,BUY 10 600036 @ 54.32；近5日涨幅12%，短期强势延续，追涨加仓
2021-03-16,MeanReversionAgent,601318,SELL,5,85.4,427.0,428.62,91606.5,-8393.5,-0.083935,SELL 5 601318 @ 85.40；均值回归策略，卖出短期涨幅保险股，为加仓深跌标的储备现金
2021-03-16,DrawdownBuyerAgent,000333,BUY,1,82.58,82.58,6947.34,87542.76,-12457.24,-0.1245724,BUY 1 000333 @ 82.58；深跌18.96%后修复机会，逆向加仓1股摊低成本。
2021-03-16,RandomAgent,000333,BUY,5,82.58,412.9,90847.41,98593.91,-1406.09,-0.0140609,BUY 5 000333 @ 82.58；SocialGraphAgent买入信号验证，恐慌卖压过度，逆向加仓
2021-03-16,TruthfulReporterAgent,000002,SELL,10,31.44,314.4,95967.36,100312.96,312.96,0.0031295999999999997,SELL 10 000002 @ 31.44；拥挤信号集中，非拥挤修复逻辑短期过度追捧，减仓锁定利润
2021-03-16,PersuaderAgent,000002,SELL,10,32.9,329.0,94194.8,99642.87,-357.13,-0.0035713,SELL 10 000002 @ 32.90；拥挤信号集中，减仓降低风险
2021-03-16,FreeRiderAgent,000333,BUY,10,82.58,825.8,98627.3,99782.1,-217.9,-0.002179,BUY 10 000333 @ 82.58；多个逆向信号验证恐慌卖压过度，SocialGraphAgent布局中期反弹，跟随买入
2021-03-16,ContrarianAgent,002415,BUY,10,53.3,533.0,100203.62,104105.33,4105.33,0.0410533,BUY 10 002415 @ 53.30；ret20-14.72%非拥挤逆向，均值回归潜力
2021-03-16,CommitteeTeamAgent,000002,SELL,10,32.9,329.0,99550.9,99879.9,-120.1,-0.001201,SELL 10 000002 @ 32.90；拥挤信号集中，多个agent卖出，减仓降低风险
2021-03-16,DynamicTeamAgent,000333,BUY,10,82.58,825.8,83100.33,98933.58,-1066.42,-0.0106642,BUY 10 000333 @ 82.58；跟随SocialGraphAgent逆向信号加仓，恐慌卖压过度，中期修复
2021-03-16,SocialGraphAgent,000002,SELL,10,32.9,329.0,91971.2,100617.6,617.6,0.006176,SELL 10 000002 @ 32.90；拥挤信号集中，多个好友减仓，跟随降低风险
