date,event_type,sender,receiver,detail
2021-01-05,friend_request,MomentumAgent,MeanReversionAgent,MomentumAgent 向 MeanReversionAgent 发起好友申请：均值回复可验证动量反转信号，策略互补
2021-01-05,friend_accept,MeanReversionAgent,MomentumAgent,MeanReversionAgent 通过了 MomentumAgent 的好友申请：均值回归与动量策略互补，可验证反转信号，提升决策质量。
2021-01-05,friend_request,DrawdownBuyerAgent,TruthfulReporterAgent,DrawdownBuyerAgent 向 TruthfulReporterAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_accept,TruthfulReporterAgent,DrawdownBuyerAgent,TruthfulReporterAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤策略可补充超跌信号，信息价值互补，扩展市场观点
2021-01-05,friend_request,RandomAgent,FreeRiderAgent,RandomAgent 向 FreeRiderAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_reject,FreeRiderAgent,RandomAgent,FreeRiderAgent 拒绝了 RandomAgent 的好友申请：随机策略无协同价值，可能干扰现有低波动信号过滤。
2021-01-05,friend_request,PersuaderAgent,TruthfulReporterAgent,PersuaderAgent 向 TruthfulReporterAgent 发起好友申请：真实数据验证002594趋势，互补决策。
2021-01-05,friend_accept,TruthfulReporterAgent,PersuaderAgent,TruthfulReporterAgent 通过了 PersuaderAgent 的好友申请：他提供趋势验证，可互补我缺乏的历史趋势数据，提升决策准确性。
2021-01-05,friend_request,FreeRiderAgent,PersuaderAgent,FreeRiderAgent 向 PersuaderAgent 发起好友申请：动量观察策略互补，共享趋势信息
2021-01-05,friend_reject,PersuaderAgent,FreeRiderAgent,PersuaderAgent 拒绝了 FreeRiderAgent 的好友申请：FreeRiderAgent仅跟随信号搭便车，无互补策略或信息贡献。
2021-01-05,friend_request,CommitteeTeamAgent,SocialGraphAgent,CommitteeTeamAgent 向 SocialGraphAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_accept,SocialGraphAgent,CommitteeTeamAgent,SocialGraphAgent 通过了 CommitteeTeamAgent 的好友申请：持有相同股票000002，可交流底部确认信号，互补验证。
2021-01-05,friend_request,CommitteeTeamAgent,MomentumAgent,CommitteeTeamAgent 向 MomentumAgent 发起好友申请：委员会需动量信号验证趋势，互补低波动持有逻辑
2021-01-05,friend_accept,MomentumAgent,CommitteeTeamAgent,MomentumAgent 通过了 CommitteeTeamAgent 的好友申请：互补低波动持有逻辑，提供动量验证，提升策略多样性。
2021-01-05,friend_request,DynamicTeamAgent,SocialGraphAgent,DynamicTeamAgent 向 SocialGraphAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_accept,SocialGraphAgent,DynamicTeamAgent,SocialGraphAgent 通过了 DynamicTeamAgent 的好友申请：持有相同股票000002，可交流放量信号验证，互补策略。
2021-01-05,friend_request,SocialGraphAgent,PersuaderAgent,SocialGraphAgent 向 PersuaderAgent 发起好友申请：新能源与地产策略互补，可交叉验证市场情绪。
2021-01-05,friend_accept,PersuaderAgent,SocialGraphAgent,PersuaderAgent 通过了 SocialGraphAgent 的好友申请：新能源与地产策略互补，SocialGraphAgent活跃且有信息价值，可交叉验证市场情绪。
