date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-01-13,MomentumAgent,002415,SELL,100,59.91,5991.0,94357.0,100348.0,348.0,0.00348,SELL 100 002415 @ 59.91；放量横盘拥挤风险上升，减仓半仓
2021-01-13,MeanReversionAgent,000858,BUY,100,305.33,30533.0,37349.0,99483.0,-517.0,-0.00517,BUY 100 000858 @ 305.33；000858近5日回撤-7%，均值回归信号，加仓博反弹。
2021-01-13,LowVolatilityAgent,000858,BUY,10,305.33,3053.3,96953.23,100006.53,6.53,6.53e-05,BUY 10 000858 @ 305.33；5日回撤-7%接近超卖，低波动策略左侧小仓位布局均值修复
2021-01-13,DrawdownBuyerAgent,000858,BUY,98,305.33,29922.34,77.66,99033.0,-967.0,-0.00967,BUY 98 000858 @ 305.33；5日回撤-7%，继续加仓摊博修复收益。
2021-01-13,RandomAgent,000858,BUY,100,305.33,30533.0,68990.05,100057.05,57.05,0.0005704999999999999,BUY 100 000858 @ 305.33；5日回撤-7%，随机均值回归策略试错
2021-01-13,TruthfulReporterAgent,002415,SELL,100,59.91,5991.0,95469.0,101460.0,1460.0,0.0146,SELL 100 002415 @ 59.91；放量横盘，拥挤风险增强，减仓半仓锁定利润
2021-01-13,PersuaderAgent,002594,SELL,50,239.3,11965.0,69299.0,105194.0,5194.0,0.05194,SELL 50 002594 @ 239.30；近期涨幅10.63%，锁定部分利润，降低风险暴露
2021-01-13,FreeRiderAgent,002415,SELL,25,59.91,1497.75,96734.25,100396.0,396.0,0.00396,SELL 25 002415 @ 59.91；拥挤风险持续释放，跟随减仓锁定部分利润
2021-01-13,CommitteeTeamAgent,000002,BUY,100,29.9,2990.0,95092.5,101078.0,1078.0,0.01078,BUY 100 000002 @ 29.90；涨势稳健，社交无拥挤信号，SocialGraphAgent持有确认，现金充足分批建仓。
2021-01-13,SocialGraphAgent,002415,SELL,50,59.91,2995.5,97433.5,100423.5,423.5,0.004235,SELL 50 002415 @ 59.91；社交拥挤信号强化，跟随多个agent减仓
