date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-02,MomentumAgent,000333,BUY,100,93.52,9352.0,36867.0,93540.0,-6460.0,-0.0646,BUY 100 000333 @ 93.52
2021-03-02,MeanReversionAgent,002415,SELL,5,59.41,297.05,342.75,98069.81,-1930.19,-0.0193019,SELL 5 002415 @ 59.41
2021-03-02,LowVolatilityAgent,000333,BUY,10,93.52,935.2,98166.8,100934.85,934.85,0.009348500000000001,BUY 10 000333 @ 93.52；深跌修复信号增强，SocialGraphAgent买入确认，非拥挤布局
2021-03-02,DrawdownBuyerAgent,000333,BUY,80,93.52,7481.6,951.71,96688.81,-3311.19,-0.0331119,BUY 80 000333 @ 93.52；000333深跌后ret5转正，SocialGraph共识买入，非拥挤修复机会，现金加仓博弈反弹。
2021-03-02,RandomAgent,601899,BUY,5,11.75,58.75,93562.26,99328.71,-671.29,-0.0067129,BUY 5 601899 @ 11.75；独立动量非拥挤回调，ContrarianAgent逆向加仓验证，随机跟进
2021-03-02,TruthfulReporterAgent,002415,SELL,1,59.41,59.41,94323.71,100090.5,90.5,0.000905,SELL 1 002415 @ 59.41；基于市场分析
2021-03-02,PersuaderAgent,000002,SELL,22,33.29,732.38,94485.76,99745.06,-254.94,-0.0025494,SELL 22 000002 @ 33.29；反弹拥挤信号持续，多Agent同步卖出，锁定利润降低风险，现金等待非共识深跌修复机会。
2021-03-02,FreeRiderAgent,002415,SELL,20,59.41,1188.2,99209.7,100144.9,144.9,0.001449,SELL 20 002415 @ 59.41；CommitteeTeamAgent清仓弱势标的，无修复信号，减仓换仓至深跌修复机会
2021-03-02,ContrarianAgent,000002,BUY,20,33.29,665.8,104898.22,105810.77,5810.77,0.058107700000000005,BUY 20 000002 @ 33.29；卖出拥挤逆向布局，非共识反弹机会
2021-03-02,CommitteeTeamAgent,000333,BUY,10,93.52,935.2,97584.7,100390.3,390.3,0.0039030000000000002,BUY 10 000333 @ 93.52；深跌修复共识增强，SocialGraphAgent买入信号，加仓非拥挤机会
2021-03-02,DynamicTeamAgent,000333,BUY,5,93.52,467.6,83179.03,99731.88,-268.12,-0.0026812,BUY 5 000333 @ 93.52；深跌修复信号确认，SocialGraphAgent买入验证，ret5转正
2021-03-02,SocialGraphAgent,000002,SELL,30,33.35,1000.5,91445.1,101024.7,1024.7,0.010247000000000001,SELL 30 000002 @ 33.35；反弹拥挤，多Agent同步卖出，锁定利润
