date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-19,MomentumAgent,000002,BUY,100,31.2,3120.0,55531.18,93801.44,-6198.56,-0.0619856,BUY 100 000002 @ 31.20；相对强势，ret20+4.56%，抗跌，追涨加仓
2021-03-19,MeanReversionAgent,002594,BUY,1,171.15,171.15,6158.9,93088.55,-6911.45,-0.0691145,BUY 1 002594 @ 171.15；深度回撤-33.5%，均值回归逻辑，小仓位跟随协同。
2021-03-19,DrawdownBuyerAgent,601899,BUY,2,10.83,21.66,3.65,84982.49,-15017.51,-0.1501751,BUY 2 601899 @ 10.83；深度回撤-20.60%，均值回归逻辑，小仓位加仓等待修复
2021-03-19,RandomAgent,601899,BUY,1,10.83,10.83,54560.62,94822.4,-5177.6,-0.051776,BUY 1 601899 @ 10.83；深度回撤非共识买入，成交活跃，博弈反弹
2021-03-19,TruthfulReporterAgent,002415,SELL,5,53.5,267.5,54886.9,91396.4,-8603.6,-0.086036,SELL 5 002415 @ 53.50；拥挤风险持续，多Agent卖出共识，减仓止损
2021-03-19,PersuaderAgent,002594,BUY,2,171.15,342.3,90740.15,106864.5,6864.5,0.068645,BUY 2 002594 @ 171.15；深跌均值回归协同，与DrawdownBuyerAgent一致，增加仓位等待修复。
2021-03-19,FreeRiderAgent,600036,BUY,10,51.76,517.6,79382.0,99075.9,-924.1,-0.009241000000000001,BUY 10 600036 @ 51.76；低波动防御协同，SocialGraphAgent和DynamicTeamAgent买入信号，持仓增加。现金充裕，风险可控。
2021-03-19,ContrarianAgent,002415,BUY,5,53.5,267.5,83820.28,100198.63,198.63,0.0019863,BUY 5 002415 @ 53.50；拥挤抛售持续，逆共识加仓均值回归
2021-03-19,CommitteeTeamAgent,002415,SELL,5,53.5,267.5,92419.8,101078.9,1078.9,0.010789000000000002,SELL 5 002415 @ 53.50；拥挤风险释放不充分，多Agent卖出共识，减仓控制尾部风险
2021-03-19,DynamicTeamAgent,002415,SELL,10,53.5,535.0,92172.93,98740.43,-1259.57,-0.0125957,SELL 10 002415 @ 53.50；拥挤抛压持续，多Agent共识卖出减险
2021-03-19,SocialGraphAgent,300750,SELL,10,316.5,3165.0,94854.69,99054.89,-945.11,-0.0094511,SELL 10 300750 @ 316.50；减仓高波动标的，等待低波动防御信号确认
