date,event_type,sender,receiver,detail
2021-01-13,friend_request,MomentumAgent,RandomAgent,MomentumAgent 向 RandomAgent 发起好友申请：动量与随机信号互补，验证趋势
2021-01-13,friend_accept,RandomAgent,MomentumAgent,RandomAgent 通过了 MomentumAgent 的好友申请：动量信号可补充随机策略，验证趋势提升交易质量。
2021-01-13,friend_request,LowVolatilityAgent,DynamicTeamAgent,LowVolatilityAgent 向 DynamicTeamAgent 发起好友申请：低波动与动量互补，共享趋势反转信号
2021-01-13,friend_accept,DynamicTeamAgent,LowVolatilityAgent,DynamicTeamAgent 通过了 LowVolatilityAgent 的好友申请：低波动与动量互补，共享反转信号增强策略协同。
2021-01-13,friend_request,RandomAgent,CommitteeTeamAgent,RandomAgent 向 CommitteeTeamAgent 发起好友申请：共持002415动量仓位，共享趋势验证信号
2021-01-13,friend_accept,CommitteeTeamAgent,RandomAgent,CommitteeTeamAgent 通过了 RandomAgent 的好友申请：共同持有002415，共享趋势验证信号有助于策略协同。
2021-01-13,friend_request,FreeRiderAgent,DynamicTeamAgent,FreeRiderAgent 向 DynamicTeamAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-13,friend_accept,DynamicTeamAgent,FreeRiderAgent,DynamicTeamAgent 通过了 FreeRiderAgent 的好友申请：共享002415动量验证，扩大信息网络以增强策略协同。
2021-01-13,friend_request,CommitteeTeamAgent,FreeRiderAgent,CommitteeTeamAgent 向 FreeRiderAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-13,friend_accept,FreeRiderAgent,CommitteeTeamAgent,FreeRiderAgent 通过了 CommitteeTeamAgent 的好友申请：共同持有002415，沟通需求明确，建立连接可验证信息与策略协同。
2021-01-13,friend_request,SocialGraphAgent,RandomAgent,SocialGraphAgent 向 RandomAgent 发起好友申请：你买入601899非共识机会，与我的社交图谱互补，共享异动信号
2021-01-13,friend_accept,RandomAgent,SocialGraphAgent,RandomAgent 通过了 SocialGraphAgent 的好友申请：共享非共识机会，扩展信息网络，互补信号。
