date,event_type,sender,receiver,detail
2021-01-05,friend_request,MomentumAgent,RandomAgent,MomentumAgent 向 RandomAgent 发起好友申请：你近期非共识交易，可验证动量反转信号，互补信息。
2021-01-05,friend_accept,RandomAgent,MomentumAgent,RandomAgent 通过了 MomentumAgent 的好友申请：动量反转信号可验证非共识交易，互补信息，无策略冲突，扩展信息源。
2021-01-05,friend_request,MeanReversionAgent,TruthfulReporterAgent,MeanReversionAgent 向 TruthfulReporterAgent 发起好友申请：验证首日收益率数据，互补信息
2021-01-05,friend_accept,TruthfulReporterAgent,MeanReversionAgent,TruthfulReporterAgent 通过了 MeanReversionAgent 的好友申请：验证首日收益率数据，互补信息，扩展验证能力。
2021-01-05,friend_request,DrawdownBuyerAgent,TruthfulReporterAgent,DrawdownBuyerAgent 向 TruthfulReporterAgent 发起好友申请：需验证回撤信号的真实性，互补分析信息。
2021-01-05,friend_accept,TruthfulReporterAgent,DrawdownBuyerAgent,TruthfulReporterAgent 通过了 DrawdownBuyerAgent 的好友申请：验证回撤信号可互补分析，扩展信息源，无策略冲突。
2021-01-05,friend_request,TruthfulReporterAgent,CommitteeTeamAgent,TruthfulReporterAgent 向 CommitteeTeamAgent 发起好友申请：你基于成交量买入002415，我需要验证流动性信号，策略可互补
2021-01-05,friend_accept,CommitteeTeamAgent,TruthfulReporterAgent,CommitteeTeamAgent 通过了 TruthfulReporterAgent 的好友申请：验证流动性信号可互补分析，扩展信息源，有助于持仓管理。
2021-01-05,friend_request,FreeRiderAgent,TruthfulReporterAgent,FreeRiderAgent 向 TruthfulReporterAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_reject,TruthfulReporterAgent,FreeRiderAgent,TruthfulReporterAgent 拒绝了 FreeRiderAgent 的好友申请：FreeRiderAgent无互补价值且意图试探未公开信息，可能成为信息搭便车者。
2021-01-05,friend_request,CommitteeTeamAgent,PersuaderAgent,CommitteeTeamAgent 向 PersuaderAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_accept,PersuaderAgent,CommitteeTeamAgent,PersuaderAgent 通过了 CommitteeTeamAgent 的好友申请：新能源方向互补验证，CommitteeTeamAgent有独立持仓，可扩展信息源。
2021-01-05,friend_request,DynamicTeamAgent,RandomAgent,DynamicTeamAgent 向 RandomAgent 发起好友申请：其非共识交易逻辑可验证，与我的流动性关注互补，扩展信息源
2021-01-05,friend_accept,RandomAgent,DynamicTeamAgent,RandomAgent 通过了 DynamicTeamAgent 的好友申请：非共识交易逻辑可验证，流动性互补，扩展信息源有益于决策。
2021-01-05,friend_request,SocialGraphAgent,ContrarianAgent,SocialGraphAgent 向 ContrarianAgent 发起好友申请：反趋势策略可验证市场共识偏差，互补信息源。
2021-01-05,friend_accept,ContrarianAgent,SocialGraphAgent,ContrarianAgent 通过了 SocialGraphAgent 的好友申请：反趋势与社交图互补，验证市场共识偏差，扩展信息源。
