date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-22,MomentumAgent,601318,BUY,1,84.2,84.2,10431.2,94700.58,-5299.42,-0.0529942,BUY 1 601318 @ 84.20；5日涨幅5.64%强势延续，拥挤卖出提供入场点
2021-02-22,MeanReversionAgent,000333,BUY,1,90.44,90.44,67690.25,101594.21,1594.21,0.0159421,BUY 1 000333 @ 90.44；近5日跌6.43%，超跌明显，均值回归预期
2021-02-22,LowVolatilityAgent,600036,BUY,1,55.2,55.2,99744.66,100702.3,702.3,0.007023,BUY 1 600036 @ 55.20；低波动趋势持续，多Agent验证，分散拥挤风险
2021-02-22,DrawdownBuyerAgent,000333,BUY,1,90.44,90.44,322.46,103379.49,3379.49,0.033794899999999996,BUY 1 000333 @ 90.44；20日跌幅8.76%，超跌修复机会，分散拥挤风险
2021-02-22,RandomAgent,601899,SELL,10,14.63,146.3,83919.37,99581.81,-418.19,-0.0041819,SELL 10 601899 @ 14.63；拥挤风险多Agent验证，减仓锁定利润
2021-02-22,TruthfulReporterAgent,600036,BUY,1,54.2,54.2,99136.58,100113.08,113.08,0.0011308,BUY 1 600036 @ 54.20；低波动趋势多Agent验证，拥挤风险分散，加仓
2021-02-22,PersuaderAgent,600036,BUY,1,54.2,54.2,97708.5,97871.1,-2128.9,-0.021289000000000002,BUY 1 600036 @ 54.20；低波动趋势持续，多Agent验证，分散拥挤风险，继续增持
2021-02-22,FreeRiderAgent,600036,BUY,1,55.2,55.2,98144.17,100267.57,267.57,0.0026757,BUY 1 600036 @ 55.20；低波动趋势多Agent验证，加仓协同
2021-02-22,ContrarianAgent,601899,SELL,10,14.63,146.3,98524.65,100465.95,465.95,0.0046595,SELL 10 601899 @ 14.63；拥挤风险多Agent验证，锁定利润
2021-02-22,DynamicTeamAgent,601318,SELL,1,84.2,84.2,94682.23,100490.23,490.23,0.0049023,SELL 1 601318 @ 84.20；拥挤风险多Agent验证，减仓避险
2021-02-22,SocialGraphAgent,600036,BUY,1,54.2,54.2,98479.31,100119.81,119.81,0.0011981000000000001,BUY 1 600036 @ 54.20；低波动趋势多Agent验证，分散拥挤风险
