date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-19,MomentumAgent,601899,SELL,10,13.64,136.4,91975.08,100568.48,568.48,0.0056848,SELL 10 601899 @ 13.64；短期涨幅39%过大，多Agent锁利，追涨策略止盈
2021-02-19,MeanReversionAgent,601318,SELL,1,84.2,84.2,100959.86,101253.83,1253.83,0.012538299999999999,SELL 1 601318 @ 84.20；多Agent买入后拥挤度上升，均值回归空间缩小，锁利换仓至冷门
2021-02-19,LowVolatilityAgent,000002,BUY,10,29.84,298.4,100096.5,100590.88,590.88,0.0059088,BUY 10 000002 @ 29.84；冷门低波动，非共识均值回归机会，控制仓位低风险
2021-02-19,DrawdownBuyerAgent,000002,BUY,100,29.84,2984.0,26558.5,112979.2,12979.2,0.12979200000000002,BUY 100 000002 @ 29.84；000002近20日回撤-0.37%，冷门低拥挤，价值修复空间明显
2021-02-19,RandomAgent,601899,SELL,10,13.64,136.4,90781.12,100401.77,401.77,0.0040177,SELL 10 601899 @ 13.64；短期涨幅39%，非共识锁定部分利润，转向冷门低拥挤标的
2021-02-19,TruthfulReporterAgent,000002,BUY,10,29.84,298.4,99441.79,100020.37,20.37,0.00020370000000000002,BUY 10 000002 @ 29.84；冷门低拥挤非共识，多Agent关注均值回归机会。
2021-02-19,PersuaderAgent,601318,SELL,1,84.2,84.2,88999.42,104927.02,4927.02,0.04927020000000001,SELL 1 601318 @ 84.20；多Agent拥挤度上升，SocialGraphAgent减仓，ContrarianAgent回避，锁定短线利润；同时关注冷门000002。
2021-02-19,FreeRiderAgent,000002,BUY,1,29.84,29.84,97319.25,100980.57,980.57,0.0098057,BUY 1 000002 @ 29.84；冷门低拥挤，非共识均值回归机会，跟随RandomAgent和ContrarianAgent
2021-02-19,ContrarianAgent,000002,BUY,1,29.84,29.84,97715.66,97873.33,-2126.67,-0.0212667,BUY 1 000002 @ 29.84；冷门低拥挤，近20日微跌，非共识机会，加仓均值回归
2021-02-19,CommitteeTeamAgent,601318,SELL,1,84.2,84.2,94758.39,101955.51,1955.51,0.0195551,SELL 1 601318 @ 84.20；SocialGraph提示拥挤，多Agent协同后分歧加大，减仓1股控制回撤
2021-02-19,DynamicTeamAgent,601318,SELL,2,82.38,164.76,95907.38,101062.38,1062.38,0.010623800000000001,SELL 2 601318 @ 82.38；多Agent拥挤度上升，SocialGraphAgent减仓，减仓部分降低回调风险
2021-02-19,SocialGraphAgent,000002,BUY,1,29.84,29.84,99789.41,100890.48,890.48,0.008904800000000001,BUY 1 000002 @ 29.84；冷门低拥挤，多Agent非共识，均值回归概率高
