date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-01,MomentumAgent,600036,SELL,100,52.4,5240.0,13795.0,98647.5,-1352.5,-0.013525,SELL 100 600036 @ 52.40；600036拥挤度上升，多Agent减仓信号，降低风险暴露
2021-02-01,MeanReversionAgent,300750,BUY,10,350.33,3503.3,28806.81,100628.33,628.33,0.0062833,BUY 10 300750 @ 350.33；300750近20日跌幅13.3%，5日跌11.7%，超跌显著，均值回归概率高，加仓10股。
2021-02-01,LowVolatilityAgent,600036,SELL,10,52.4,524.0,98866.9,101000.3,1000.3,0.010003,SELL 10 600036 @ 52.40；降低600036拥挤风险，控制回撤
2021-02-01,DrawdownBuyerAgent,300750,BUY,10,350.33,3503.3,3212.41,98208.91,-1791.09,-0.0179109,BUY 10 300750 @ 350.33；300750近期回撤-11.74%，跌幅最大且非共识，回撤买入策略执行
2021-02-01,TruthfulReporterAgent,600036,SELL,20,51.1,1022.0,95107.2,100141.3,141.3,0.0014130000000000002,SELL 20 600036 @ 51.10；600036拥挤度上升，多Agent减仓信号，降低风险暴露。
2021-02-01,PersuaderAgent,600036,SELL,10,52.4,524.0,96727.23,99983.43,-16.57,-0.00016570000000000002,SELL 10 600036 @ 52.40；降低600036拥挤风险，分散配置至超跌标的
2021-02-01,FreeRiderAgent,000002,SELL,20,28.07,561.4,97227.1,100034.1,34.1,0.000341,"SELL 20 000002 @ 28.07；Reduce exposure to crowded consensus on 000002, manage risk amid contrarian signal."
2021-02-01,CommitteeTeamAgent,002415,BUY,10,63.66,636.6,97742.0,100483.4,483.4,0.004834,BUY 10 002415 @ 63.66；分散000002拥挤风险，增持强势回调标的，002415 ret20强劲且近期回调
2021-02-01,DynamicTeamAgent,300750,BUY,10,350.33,3503.3,85854.15,99804.95,-195.05,-0.0019505000000000002,BUY 10 300750 @ 350.33；超跌幅度大，非共识机会，分散000002拥挤风险
2021-02-01,SocialGraphAgent,600036,SELL,30,52.4,1572.0,92653.2,100400.6,400.6,0.004006,SELL 30 600036 @ 52.40；降低600036拥挤风险，超跌共识下000002仓位充足，调整组合
