date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-18,MomentumAgent,002594,SELL,1,178.55,178.55,58424.31,83722.83,-16277.17,-0.1627717,SELL 1 002594 @ 178.55；弱势减仓，轮次尾声控制集中度风险
2021-03-18,MeanReversionAgent,002594,BUY,1,178.55,178.55,65149.82,98046.69,-1953.31,-0.0195331,BUY 1 002594 @ 178.55；深度回撤31%，抛售过度，均值回归潜力
2021-03-18,LowVolatilityAgent,600036,SELL,1,54.24,54.24,99985.08,100602.54,602.54,0.006025399999999999,SELL 1 600036 @ 54.24；轮次尾声，减仓600036控制银行集中度风险，锁定利润
2021-03-18,RandomAgent,600036,BUY,1,53.4,53.4,83046.48,98366.07,-1633.93,-0.0163393,BUY 1 600036 @ 53.40；逆向加仓，验证拥挤卖出后的均值回归
2021-03-18,PersuaderAgent,002594,SELL,1,178.55,178.55,96682.02,97758.45,-2241.55,-0.0224155,SELL 1 002594 @ 178.55；轮次尾声继续减仓，降低集中度风险
2021-03-18,FreeRiderAgent,600036,SELL,1,53.4,53.4,97788.2,100124.96,124.96,0.0012496,SELL 1 600036 @ 53.40；轮次尾声，多Agent减仓共识，降低银行集中度风险
2021-03-18,ContrarianAgent,600036,BUY,1,54.24,54.24,97747.62,100234.76,234.76,0.0023476,BUY 1 600036 @ 54.24；拥挤卖出过度，逆向加仓验证均值回归
2021-03-18,CommitteeTeamAgent,600036,SELL,1,54.24,54.24,94055.42,100280.27,280.27,0.0028027,SELL 1 600036 @ 54.24；跟随多Agent减仓共识，轮次尾声控制银行集中度风险
2021-03-18,DynamicTeamAgent,600036,SELL,1,54.24,54.24,93867.79,100011.49,11.49,0.0001149,SELL 1 600036 @ 54.24；轮次尾声，多Agent减仓银行共识强化，控制集中度风险
2021-03-18,SocialGraphAgent,600036,SELL,1,53.4,53.4,98095.43,100020.04,20.04,0.0002004,SELL 1 600036 @ 53.40；轮次尾声，跟随多Agent减仓共识，降低银行集中度风险
