date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-10,MomentumAgent,600519,BUY,1,2601.0,2601.0,11537.7,103714.8,3714.8,0.037148,BUY 1 600519 @ 2601.00；5日涨幅18.77%，20日涨幅20.19%，趋势最强，追涨加仓
2021-02-10,MeanReversionAgent,601899,SELL,10,12.08,120.8,67466.19,104594.19,4594.19,0.045941899999999994,SELL 10 601899 @ 12.08；拥挤风险上升，超跌修复获利了结
2021-02-10,DrawdownBuyerAgent,000858,SELL,1,342.65,342.65,358.88,112067.83,12067.83,0.1206783,SELL 1 000858 @ 342.65；涨幅较大，回撤买入仓位调整，释放现金等待601318回调
2021-02-10,RandomAgent,601899,SELL,10,12.08,120.8,83724.37,101635.63,1635.63,0.0163563,SELL 10 601899 @ 12.08；超跌修复拥挤，SocialGraphAgent减仓互验，逆向减仓锁定利润
2021-02-10,TruthfulReporterAgent,601318,SELL,1,78.13,78.13,99106.58,100098.88,98.88,0.0009888,SELL 1 601318 @ 78.13；超跌修复拥挤风险上升，多Agent卖出，部分止盈降低敞口
2021-02-10,PersuaderAgent,601318,SELL,1,79.25,79.25,97873.59,97873.59,-2126.41,-0.021264099999999998,SELL 1 601318 @ 79.25；超跌修复拥挤风险上升，部分止盈转向低波动趋势
2021-02-10,ContrarianAgent,601899,SELL,10,12.08,120.8,98541.55,100510.07,510.07,0.0051007,SELL 10 601899 @ 12.08；近期涨幅较大，超跌修复拥挤，逆向减仓锁定利润
2021-02-10,CommitteeTeamAgent,601318,BUY,1,79.25,79.25,94114.12,99991.07,-8.93,-8.93e-05,BUY 1 601318 @ 79.25；超跌修复逻辑多Agent验证，价格仍处低位，小幅加仓验证
2021-02-10,DynamicTeamAgent,600036,BUY,1,54.55,54.55,94570.85,100850.85,850.85,0.0085085,BUY 1 600036 @ 54.55；趋势低波动，PersuaderAgent验证，分散超跌修复拥挤风险
2021-02-10,SocialGraphAgent,601318,SELL,1,78.13,78.13,98316.41,100063.51,63.51,0.0006351,SELL 1 601318 @ 78.13；ContrarianAgent卖出000002提示拥挤风险，我先前也卖出601899，601318类似拥挤，减仓锁定利润
