date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-16,MomentumAgent,600036,BUY,100,54.32,5432.0,9404.3,88927.7,-11072.3,-0.11072299999999999,BUY 100 600036 @ 54.32；短期涨幅12%，动量最强，追涨趋势延续
2021-03-16,MeanReversionAgent,002594,SELL,10,174.26,1742.6,2814.37,92429.27,-7570.73,-0.07570729999999999,SELL 10 002594 @ 174.26
2021-03-16,LowVolatilityAgent,000333,SELL,1,82.58,82.58,101051.87,101658.81,1658.81,0.016588099999999998,SELL 1 000333 @ 82.58；超跌共识拥挤，ContrarianAgent卖出100股信号明显，减仓降低风险
2021-03-16,DrawdownBuyerAgent,002594,SELL,20,174.26,3485.2,4090.03,91759.15,-8240.85,-0.08240850000000001,SELL 20 002594 @ 174.26；超跌共识拥挤，减仓释放风险
2021-03-16,RandomAgent,601899,SELL,50,11.11,555.5,13038.7,93584.08,-6415.92,-0.0641592,SELL 50 601899 @ 11.11；量能异常放大，ret20负，锁定部分利润降低风险
2021-03-16,PersuaderAgent,002594,SELL,20,176.47,3529.4,11312.06,87465.62,-12534.38,-0.1253438,SELL 20 002594 @ 176.47；超跌共识拥挤，继续减仓避险
2021-03-16,ContrarianAgent,002594,BUY,20,174.26,3485.2,41338.8,96938.5,-3061.5,-0.030615,BUY 20 002594 @ 174.26；002594超跌反弹中，他人过度卖出形成拥挤，逆向布局反弹延续
2021-03-16,CommitteeTeamAgent,002594,SELL,1,176.47,176.47,90871.98,101641.14,1641.14,0.0164114,SELL 1 002594 @ 176.47；超跌共识拥挤，减仓避险
2021-03-16,DynamicTeamAgent,002594,SELL,10,174.26,1742.6,45757.37,104543.47,4543.47,0.0454347,SELL 10 002594 @ 174.26；超跌共识拥挤持续，减仓剩余仓位避险
2021-03-16,SocialGraphAgent,002594,SELL,5,176.47,882.35,95100.8,98044.24,-1955.76,-0.0195576,SELL 5 002594 @ 176.47；超跌共识拥挤持续，进一步减仓以规避回调风险。
