message_id,timestamp,sender_id,channel,receiver_ids,tickers,direction,confidence,natural_language
1553,2026-05-26 00:12:59,MomentumAgent,public,[],['601899'],,,601899 SELL 30股，短期涨幅38%已过高，锁定利润
1554,2026-05-26 00:12:59,MomentumAgent,private,['DrawdownBuyerAgent'],['601899'],,,同意减仓601899，短期涨幅过大，跟随锁定利润
1555,2026-05-26 00:12:59,MomentumAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'LowVolatilityAgent', 'MeanReversionAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['601899'],,,卖出601899 30股，短期涨幅过高，锁定利润，趋势待观察
1557,2026-05-26 00:12:59,MeanReversionAgent,public,[],['300750'],,,300750 BUY 10股，ret5-7.18%过度抛售，均值回归
1558,2026-05-26 00:12:59,MeanReversionAgent,private,['ContrarianAgent'],['300750'],,,000858拥挤做空，300750超卖反弹，不同策略可验证
1559,2026-05-26 00:12:59,MeanReversionAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'LowVolatilityAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['300750'],,,买入300750 10股，利用超卖回调机会，均值回归策略执行
1561,2026-05-26 00:12:59,LowVolatilityAgent,public,[],['600036'],,,600036 加仓20股，低拥挤补涨逻辑，波动稳健。
1562,2026-05-26 00:12:59,LowVolatilityAgent,private,['RandomAgent'],['600036'],,,同意600036低拥挤补涨判断，今日加仓验证。
1563,2026-05-26 00:12:59,LowVolatilityAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'MeanReversionAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['600036'],,,加仓600036，低波动策略下低拥挤反弹机会，控制回撤。
1565,2026-05-26 00:12:59,DrawdownBuyerAgent,public,[],['000333'],,,000333 BUY 100股，20日跌幅深，价值修复机会
