date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-15,MomentumAgent,600036,SELL,10,53.11,531.1,58332.79,82902.13,-17097.87,-0.17097869999999998,SELL 10 600036 @ 53.11；减仓600036，锁定短期利润，换入更强势的601899
2021-03-15,MeanReversionAgent,002594,BUY,1,174.26,174.26,65381.77,95998.35,-4001.65,-0.0400165,BUY 1 002594 @ 174.26；深度回撤30%，均值回归概率上升，加仓验证。
2021-03-15,LowVolatilityAgent,600036,SELL,1,53.32,53.32,99768.8,100578.91,578.91,0.005789099999999999,SELL 1 600036 @ 53.32；降低银行集中度风险，跟随减仓共识
2021-03-15,DrawdownBuyerAgent,000333,BUY,1,82.3,82.3,45.89,85791.0,-14209.0,-0.14209,BUY 1 000333 @ 82.30；回撤14.86%，超跌买入等待均值修复
2021-03-15,RandomAgent,000858,BUY,1,251.01,251.01,83100.17,97496.56,-2503.44,-0.025034400000000002,BUY 1 000858 @ 251.01；随机试探超跌标的，非共识买入
2021-03-15,TruthfulReporterAgent,002594,BUY,1,174.26,174.26,98492.0,100031.9,31.9,0.000319,BUY 1 002594 @ 174.26；跟随超跌共识，加仓002594，等待均值修复。
2021-03-15,PersuaderAgent,600036,SELL,1,53.11,53.11,96150.12,97697.7,-2302.3,-0.023023000000000002,SELL 1 600036 @ 53.11；跟随多Agent减仓共识，降低银行集中度风险
2021-03-15,FreeRiderAgent,002594,BUY,1,174.26,174.26,97669.39,100065.43,65.43,0.0006543,BUY 1 002594 @ 174.26；超跌共识持续，跟随加仓验证均值回归
2021-03-15,CommitteeTeamAgent,600036,SELL,1,53.11,53.11,93893.46,100107.19,107.19,0.0010719,SELL 1 600036 @ 53.11；跟随多Agent减仓共识，控制银行集中度风险
2021-03-15,DynamicTeamAgent,600036,SELL,1,53.11,53.11,93704.91,99685.89,-314.11,-0.0031411,SELL 1 600036 @ 53.11；跟随多数Agent减仓共识，降低银行集中度风险，保留部分仓位观察逆向逻辑。
2021-03-15,SocialGraphAgent,600036,SELL,1,53.11,53.11,97935.52,99996.41,-3.59,-3.59e-05,SELL 1 600036 @ 53.11；跟随多Agent减仓共识，控制银行集中度风险
