date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-22,MomentumAgent,601899,BUY,100,14.63,1463.0,42554.0,98095.3,-1904.7,-0.019047,BUY 100 601899 @ 14.63；短期动量强劲，追涨加仓
2021-02-22,MeanReversionAgent,601899,SELL,60,14.63,877.8,29379.81,106359.33,6359.33,0.0635933,SELL 60 601899 @ 14.63；短期涨幅过大，均值回归预期回调
2021-02-22,LowVolatilityAgent,000002,BUY,5,29.73,148.65,98884.35,101000.7,1000.7,0.010007,BUY 5 000002 @ 29.73；低波动逆向配置，多个逆向买盘支撑，风险可控。
2021-02-22,DrawdownBuyerAgent,000333,BUY,10,90.44,904.4,5962.71,104307.51,4307.51,0.043075100000000005,BUY 10 000333 @ 90.44；000333 20日跌幅-8.76%，短期加速下跌，回撤修复概率上升
2021-02-22,RandomAgent,601899,SELL,5,14.63,73.15,93958.16,99650.76,-349.24,-0.0034924,SELL 5 601899 @ 14.63
2021-02-22,TruthfulReporterAgent,601318,BUY,10,84.2,842.0,93362.5,100304.1,304.1,0.0030410000000000003,BUY 10 601318 @ 84.20；多个Agent买入深跌修复信号强化，非共识机会
2021-02-22,PersuaderAgent,601318,BUY,10,83.0,830.0,93507.48,99918.24,-81.76,-0.0008176,BUY 10 601318 @ 83.00；深跌修复信号强化，跟随多个逆向买盘博弈反弹延续。
2021-02-22,FreeRiderAgent,601318,BUY,10,84.2,842.0,97445.7,100043.1,43.1,0.000431,BUY 10 601318 @ 84.20；跟随多个agent深跌修复博弈
2021-02-22,ContrarianAgent,601318,SELL,10,83.0,830.0,105822.1,105822.1,5822.1,0.058221,SELL 10 601318 @ 83.00；深跌修复博弈拥挤，多agent同步买入，风险上升，非共识止盈
2021-02-22,CommitteeTeamAgent,601318,BUY,10,84.2,842.0,97725.1,100343.2,343.2,0.0034319999999999997,BUY 10 601318 @ 84.20；深跌修复信号强化，多个逆向买盘验证，博弈反弹延续
2021-02-22,DynamicTeamAgent,300750,BUY,5,375.0,1875.0,81219.73,100173.13,173.13,0.0017312999999999999,BUY 5 300750 @ 375.00；300750短期跌幅较大，博弈超跌反弹，逆向买入。
