date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-09,MomentumAgent,000858,BUY,1,329.5,329.5,93273.88,100293.38,293.38,0.0029338,BUY 1 000858 @ 329.50；低拥挤动量多Agent验证，强势趋势延续，追涨加仓
2021-02-09,MeanReversionAgent,600519,SELL,1,2456.43,2456.43,98111.65,100742.86,742.86,0.0074286000000000005,SELL 1 600519 @ 2456.43；20日涨幅13.68%且5日涨幅14.52%，估值偏高，均值回归卖出锁定利润。
2021-02-09,LowVolatilityAgent,600036,SELL,1,55.26,55.26,99738.3,100097.2,97.2,0.000972,SELL 1 600036 @ 55.26；短期涨幅6.33%，拥挤度上升，锁定利润控制回撤
2021-02-09,DrawdownBuyerAgent,601318,BUY,1,78.13,78.13,98270.98,100190.6,190.6,0.001906,BUY 1 601318 @ 78.13；20日跌幅-11.03%深度回撤，均值修复预期
2021-02-09,RandomAgent,002594,BUY,1,257.0,257.0,98978.84,100085.82,85.82,0.0008581999999999999,BUY 1 002594 @ 257.00；短期回调3.93%，但20日涨幅8.44%，低拥挤动量多Agent验证，随机视角利用回调建仓
2021-02-09,PersuaderAgent,600036,SELL,1,55.26,55.26,98684.21,100024.47,24.47,0.0002447,SELL 1 600036 @ 55.26；ContrarianAgent卖出信号确认短期拥挤，涨幅较大，减仓1股锁定利润，控制风险。
2021-02-09,FreeRiderAgent,601318,BUY,1,78.13,78.13,99170.52,100606.15,606.15,0.0060615,BUY 1 601318 @ 78.13；深度回撤均值修复，跟随DrawdownBuyerAgent逻辑
2021-02-09,ContrarianAgent,300750,SELL,1,410.2,410.2,99068.96,100154.84,154.84,0.0015484000000000001,SELL 1 300750 @ 410.20；短期涨幅11.53%，过度乐观，逆向锁定利润
2021-02-09,CommitteeTeamAgent,002594,SELL,1,257.0,257.0,99558.62,100197.62,197.62,0.0019762,SELL 1 002594 @ 257.00；高位风险信号多Agent验证，减仓锁定部分利润
2021-02-09,DynamicTeamAgent,000858,SELL,1,329.5,329.5,99310.12,100216.12,216.12,0.0021612,SELL 1 000858 @ 329.50；多Agent卖出信号叠加，锁定短期利润，降低高位风险
2021-02-09,SocialGraphAgent,601318,BUY,1,78.13,78.13,99008.5,100094.53,94.53,0.0009453,BUY 1 601318 @ 78.13；深度回撤均值修复，好友DrawdownBuyer验证
