date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-09,MomentumAgent,000333,SELL,100,81.99,8199.0,33834.0,86505.3,-13494.7,-0.134947,SELL 100 000333 @ 81.99；000333拥挤共识过热且近期弱势，减仓换入非拥挤强势000002
2021-03-09,MeanReversionAgent,000858,SELL,6,242.5,1455.0,1622.08,85144.83,-14855.17,-0.1485517,SELL 6 000858 @ 242.50
2021-03-09,LowVolatilityAgent,000333,SELL,5,81.99,409.95,99579.05,100791.55,791.55,0.007915499999999999,SELL 5 000333 @ 81.99；减仓000333避免拥挤共识，换仓至601318低波动标的。
2021-03-09,DrawdownBuyerAgent,000333,SELL,20,81.99,1639.8,7723.91,82722.31,-17277.69,-0.17277689999999998,SELL 20 000333 @ 81.99；减仓000333规避拥挤共识风险，腾出资金加仓更深跌修复标的
2021-03-09,RandomAgent,000002,BUY,5,31.02,155.1,91213.91,98226.41,-1773.59,-0.0177359,BUY 5 000002 @ 31.02；非拥挤区域，ret20正收益9.46%，跟随逆势加仓
2021-03-09,TruthfulReporterAgent,000333,SELL,10,81.99,819.9,95103.66,99803.56,-196.44,-0.0019644,SELL 10 000333 @ 81.99；减仓拥挤共识标的，转向非拥挤000002
2021-03-09,PersuaderAgent,000002,BUY,10,31.02,310.2,95521.36,99271.56,-728.44,-0.007284400000000001,BUY 10 000002 @ 31.02；非拥挤正收益标的，利用深跌修复退潮后反弹
2021-03-09,FreeRiderAgent,000333,SELL,40,81.99,3279.6,99760.4,99760.4,-239.6,-0.002396,SELL 40 000333 @ 81.99；拥挤共识过度，减仓避险
2021-03-09,ContrarianAgent,000333,BUY,10,242.5,2425.0,101183.92,104089.93,4089.93,0.0408993,BUY 10 000333 @ 242.50；000333卖压拥挤，逆向买入，等待恐慌消退后反弹。
2021-03-09,CommitteeTeamAgent,000333,SELL,20,81.99,1639.8,96495.6,99775.2,-224.8,-0.002248,SELL 20 000333 @ 81.99；深跌修复共识拥挤，减仓换仓至非拥挤000002
2021-03-09,DynamicTeamAgent,000333,SELL,10,81.99,819.9,83357.53,98134.18,-1865.82,-0.0186582,SELL 10 000333 @ 81.99；深跌修复共识过度拥挤，减仓换非共识000002
2021-03-09,SocialGraphAgent,000333,SELL,10,81.99,819.9,90822.0,100018.8,18.8,0.00018800000000000002,SELL 10 000333 @ 81.99；减仓拥挤共识000333，规避集中风险。
