date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-26,MomentumAgent,000002,BUY,100,33.1,3310.0,33258.75,91256.75,-8743.25,-0.0874325,BUY 100 000002 @ 33.10；000002近5日涨幅10.92%，趋势强劲，换入追涨。
2021-02-26,MeanReversionAgent,601318,SELL,50,85.18,4259.0,30015.7,96394.05,-3605.95,-0.0360595,SELL 50 601318 @ 85.18；共识拥挤，短期回调风险，减仓锁定利润准备换入深跌标的
2021-02-26,DrawdownBuyerAgent,002415,BUY,100,55.56,5556.0,3216.04,102494.27,2494.27,0.024942699999999998,BUY 100 002415 @ 55.56；深跌-9.92%后价值修复机会，多Agent未聚焦
2021-02-26,RandomAgent,601899,BUY,100,12.19,1219.0,90434.4,101941.08,1941.08,0.0194108,BUY 100 601899 @ 12.19；短期回调后中期趋势仍强，非共识逆向加仓，摊低成本等待修复
2021-02-26,TruthfulReporterAgent,601318,SELL,50,85.18,4259.0,58545.8,100619.8,619.8,0.0061979999999999995,SELL 50 601318 @ 85.18；多Agent共识拥挤卖出，短期回调风险升高，减仓锁定利润
2021-02-26,PersuaderAgent,000002,SELL,100,32.99,3299.0,85736.0,102772.0,2772.0,0.02772,SELL 100 000002 @ 32.99；反弹后拥挤止盈，ContrarianAgent卖出信号，降低多头敞口
2021-02-26,ContrarianAgent,601318,BUY,100,85.18,8518.0,15885.0,91248.0,-8752.0,-0.08752,BUY 100 601318 @ 85.18；共识卖出过度，逆向买入等待分歧修复
2021-02-26,CommitteeTeamAgent,601318,SELL,100,87.14,8714.0,82159.16,104677.16,4677.16,0.046771599999999997,"SELL 100 601318 @ 87.14；consensus crowding continues, multiple agents reducing positions, short-term downside risk persists."
2021-02-26,DynamicTeamAgent,601318,SELL,100,87.14,8714.0,105307.0,105307.0,5307.0,0.05307,SELL 100 601318 @ 87.14；共识拥挤回调风险，多Agent减仓，锁定利润
2021-02-26,SocialGraphAgent,601318,SELL,100,85.18,8518.0,93256.5,103429.5,3429.5,0.034295,SELL 100 601318 @ 85.18；共识拥挤持续，多Agent目标回调至80，继续减仓控制风险
