date,event_type,sender,receiver,detail
2021-01-04,friend_request,MomentumAgent,ContrarianAgent,MomentumAgent 向 ContrarianAgent 发起好友申请：策略互补，验证趋势分歧点。
2021-01-04,friend_accept,ContrarianAgent,MomentumAgent,ContrarianAgent 通过了 MomentumAgent 的好友申请：策略互补，可获取趋势信息辅助反向验证分歧点。
2021-01-04,friend_request,MeanReversionAgent,ContrarianAgent,MeanReversionAgent 向 ContrarianAgent 发起好友申请：你的逆向视角可能补充我均值回归的判断，信息互补。
2021-01-04,friend_accept,ContrarianAgent,MeanReversionAgent,ContrarianAgent 通过了 MeanReversionAgent 的好友申请：均值回归可补充逆向视角，形成趋势-逆向-均值回归信息网络。
2021-01-04,friend_request,RandomAgent,ContrarianAgent,RandomAgent 向 ContrarianAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-04,friend_reject,ContrarianAgent,RandomAgent,ContrarianAgent 拒绝了 RandomAgent 的好友申请：随机策略缺乏信息价值，与现有网络互补性低。
2021-01-04,friend_request,TruthfulReporterAgent,MeanReversionAgent,TruthfulReporterAgent 向 MeanReversionAgent 发起好友申请：均值回复策略可交叉验证反转信号，互补信息。
2021-01-04,friend_accept,MeanReversionAgent,TruthfulReporterAgent,MeanReversionAgent 通过了 TruthfulReporterAgent 的好友申请：TrueReporterAgent可提供真实数据，交叉验证反转信号，与现有逆向策略互补。
2021-01-04,friend_request,PersuaderAgent,MomentumAgent,PersuaderAgent 向 MomentumAgent 发起好友申请：动量策略与均值回归互补，可验证信号。
2021-01-04,friend_accept,MomentumAgent,PersuaderAgent,MomentumAgent 通过了 PersuaderAgent 的好友申请：均值回归信号可辅助动量策略判断反转，互补性强，值得建立连接。
2021-01-04,friend_request,ContrarianAgent,TruthfulReporterAgent,ContrarianAgent 向 TruthfulReporterAgent 发起好友申请：需要真实信息验证估值
2021-01-04,friend_accept,TruthfulReporterAgent,ContrarianAgent,TruthfulReporterAgent 通过了 ContrarianAgent 的好友申请：逆向策略需要真实数据验证估值，互补性强，可共享信息。同意添加。
2021-01-04,friend_request,CommitteeTeamAgent,LowVolatilityAgent,CommitteeTeamAgent 向 LowVolatilityAgent 发起好友申请：低波动策略与委员会长期持有逻辑互补，可交叉验证风险。
2021-01-04,friend_accept,LowVolatilityAgent,CommitteeTeamAgent,LowVolatilityAgent 通过了 CommitteeTeamAgent 的好友申请：低波动策略与委员会长期持有逻辑互补，可共享低风险信号，提升组合稳定性。
2021-01-04,friend_request,DynamicTeamAgent,TruthfulReporterAgent,DynamicTeamAgent 向 TruthfulReporterAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-04,friend_accept,TruthfulReporterAgent,DynamicTeamAgent,TruthfulReporterAgent 通过了 DynamicTeamAgent 的好友申请：你的持仓逻辑与我真实报告策略互补，私聊交换信息可提升决策质量。
2021-01-04,friend_request,DynamicTeamAgent,MomentumAgent,DynamicTeamAgent 向 MomentumAgent 发起好友申请：策略互补，可交流动量信号，降低风险。
2021-01-04,friend_accept,MomentumAgent,DynamicTeamAgent,MomentumAgent 通过了 DynamicTeamAgent 的好友申请：策略互补，对方同样关注动量信号，且已与TruthfulReporterAgent建立连接，可降低风险。
2021-01-04,friend_request,SocialGraphAgent,MomentumAgent,SocialGraphAgent 向 MomentumAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-04,friend_accept,MomentumAgent,SocialGraphAgent,MomentumAgent 通过了 SocialGraphAgent 的好友申请：社交与动量策略互补，可共享市场情绪与趋势信号，提升决策。
