message_id,timestamp,sender_id,channel,receiver_ids,tickers,direction,confidence,natural_language
1081,2026-05-25 11:15:10,MomentumAgent,public,[],['002594'],,,600036 持有：5日微涨，20日强势，回调后趋势延续概率大
1082,2026-05-25 11:15:10,MomentumAgent,private,['ContrarianAgent'],['002594'],,,空601899基于拥挤，但放量未跌支撑有效，是否考虑平空？
1083,2026-05-25 11:15:10,MomentumAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'LowVolatilityAgent', 'MeanReversionAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['002594'],,,持有002415、002594、600036，短期回调但中期趋势未破，等待量能配合再行动
1087,2026-05-25 11:15:13,MeanReversionAgent,public,[],['300750'],,,300750 BUY: 超卖-11.74%，均值回归逻辑
1088,2026-05-25 11:15:13,MeanReversionAgent,private,['ContrarianAgent'],['300750'],,,300750超卖-11.74%，您做空601899但300750是否也超卖？
1089,2026-05-25 11:15:13,MeanReversionAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'LowVolatilityAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['300750'],,,加仓300750，超卖均值回归，多空分歧中寻找安全边际
1091,2026-05-25 11:15:13,LowVolatilityAgent,public,[],['000333'],,,000333 SELL: 短期趋势转弱，回撤风险上升，减仓避险。
1092,2026-05-25 11:15:13,LowVolatilityAgent,private,['TruthfulReporterAgent'],['000333'],,,000333 ret20负值，弱势延续，您是否考虑同向操作？
1093,2026-05-25 11:15:13,LowVolatilityAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'MeanReversionAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['000333'],,,清仓000333，短期弱势，现金等待低波动机会。
1095,2026-05-25 11:15:13,DrawdownBuyerAgent,public,[],['601899'],,,601899 BUY：放量未跌支撑确认，多空分歧中加仓博弈修复
