date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-23,MomentumAgent,601899,BUY,100,13.85,1385.0,41169.0,98440.5,-1559.5,-0.015595,BUY 100 601899 @ 13.85；强势趋势延续，ret5+22%，成交量放大，追涨博弈动量延续。
2021-02-23,MeanReversionAgent,601318,SELL,10,84.32,843.2,30223.01,106829.91,6829.91,0.0682991,SELL 10 601318 @ 84.32；短期上涨7.92%，AMC拥挤买入信号，均值回归预期反弹有限，锁定部分利润
2021-02-23,LowVolatilityAgent,600036,BUY,5,55.55,277.75,98606.6,101029.1,1029.1,0.010291,BUY 5 600036 @ 55.55；低波动银行股，回撤控制，加仓稳健标的
2021-02-23,DrawdownBuyerAgent,601318,SELL,10,84.32,843.2,6805.91,103903.71,3903.71,0.0390371,SELL 10 601318 @ 84.32；获利了结，避免拥挤修复反弹后的回撤
2021-02-23,RandomAgent,601318,SELL,5,84.32,421.6,94379.76,99688.78,-311.22,-0.0031122000000000003,SELL 5 601318 @ 84.32；拥挤信号，卖出部分601318以控制风险
2021-02-23,TruthfulReporterAgent,601318,SELL,10,84.32,843.2,94205.7,100433.7,433.7,0.004337,SELL 10 601318 @ 84.32；短期涨幅7.92%，多agent同步买入，拥挤信号上升，ContrarianAgent已止盈，获利了结
2021-02-23,PersuaderAgent,000002,BUY,10,30.01,300.1,93207.38,99999.3,-0.7,-7e-06,BUY 10 000002 @ 30.01；低波动逆向信号验证，加仓博弈反弹延续
2021-02-23,CommitteeTeamAgent,601318,SELL,10,84.32,843.2,98568.3,100361.4,361.4,0.0036139999999999996,SELL 10 601318 @ 84.32；多个Agent同步买入，拥挤信号出现，ContrarianAgent止盈，短期反弹已兑现，风险上升，清仓锁定微利。
2021-02-23,DynamicTeamAgent,601318,SELL,10,84.32,843.2,82062.93,100362.61,362.61,0.0036261,SELL 10 601318 @ 84.32；深跌修复博弈拥挤，多个agent同步买入，风险上升，减仓降低敞口。
2021-02-23,SocialGraphAgent,601318,SELL,10,84.32,843.2,90087.0,100920.7,920.7,0.009207,SELL 10 601318 @ 84.32；深跌修复博弈拥挤，Contrarian卖出信号，反转风险上升，止盈卖出。
