date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-17,MomentumAgent,000002,BUY,1,32.71,32.71,58245.76,83395.49,-16604.51,-0.16604509999999997,BUY 1 000002 @ 32.71；000002 ret5=6.58%趋势强劲，追涨加仓
2021-03-17,MeanReversionAgent,600036,BUY,1,53.4,53.4,65328.37,97705.12,-2294.88,-0.022948800000000002,BUY 1 600036 @ 53.40；均值回归：多Agent减仓600036造成超卖，轮次末逆向加仓1股博反弹
2021-03-17,LowVolatilityAgent,600036,SELL,1,53.4,53.4,99930.84,100592.25,592.25,0.0059225,SELL 1 600036 @ 53.40；轮次尾声，降低银行集中度风险，跟随多数Agent减仓共识
2021-03-17,RandomAgent,600036,BUY,1,53.4,53.4,83099.88,98029.56,-1970.44,-0.0197044,BUY 1 600036 @ 53.40；逆向加仓验证均值回归，多数卖出拥挤后反弹概率
2021-03-17,PersuaderAgent,002594,SELL,1,176.88,176.88,96503.47,97739.61,-2260.39,-0.0226039,SELL 1 002594 @ 176.88；轮次尾声继续减仓，控制集中度风险
2021-03-17,FreeRiderAgent,601899,SELL,1,11.09,11.09,97734.8,100099.93,99.93,0.0009993,SELL 1 601899 @ 11.09；减仓601899，降低仓位集中度，轮次尾声控制风险
2021-03-17,ContrarianAgent,600036,BUY,1,53.4,53.4,97801.86,100206.4,206.4,0.002064,BUY 1 600036 @ 53.40；拥挤卖出后逆向加仓，均值回归潜力
2021-03-17,CommitteeTeamAgent,600036,SELL,1,53.4,53.4,94001.18,100237.51,237.51,0.0023750999999999998,SELL 1 600036 @ 53.40；跟随减仓共识，降低银行集中度风险，轮次尾声控制仓位。
2021-03-17,DynamicTeamAgent,600036,SELL,2,54.32,108.64,93813.55,99952.31,-47.69,-0.0004769,SELL 2 600036 @ 54.32；轮次尾声，多Agent减仓共识强化，降低银行集中度风险
2021-03-17,SocialGraphAgent,600036,SELL,1,53.4,53.4,98042.03,100013.52,13.52,0.0001352,SELL 1 600036 @ 53.40；跟随多Agent减仓共识，轮次尾声控制银行集中度风险
