date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-17,MomentumAgent,000002,SELL,100,32.71,3271.0,26951.95,91007.59,-8992.41,-0.08992409999999999,SELL 100 000002 @ 32.71；拥挤信号集中，减仓锁定利润，保留部分趋势敞口
2021-03-17,MeanReversionAgent,000333,BUY,1,84.07,84.07,344.55,92439.38,-7560.62,-0.0756062,BUY 1 000333 @ 84.07；深度回调后多人逆向买入，验证卖压过度，均值回归修复。
2021-03-17,LowVolatilityAgent,600036,SELL,10,53.4,534.0,100114.6,100915.6,915.6,0.009156000000000001,SELL 10 600036 @ 53.40；锁定短期利润，降低仓位风险
2021-03-17,DrawdownBuyerAgent,002415,BUY,10,53.5,535.0,6412.34,88886.98,-11113.02,-0.1111302,BUY 10 002415 @ 53.50；深跌18.94%后逆向加仓，均值回归潜力
2021-03-17,RandomAgent,600036,BUY,5,53.4,267.0,90580.41,98705.26,-1294.74,-0.0129474,BUY 5 600036 @ 53.40；600036 ret5+8.43%强于大盘，非拥挤区域，短线动能延续
2021-03-17,TruthfulReporterAgent,000333,BUY,1,84.07,84.07,95883.29,100239.36,239.36,0.0023936,BUY 1 000333 @ 84.07；多个逆向信号验证恐慌卖压过度，跟随买入1股
2021-03-17,PersuaderAgent,000333,BUY,1,82.58,82.58,94112.22,99669.07,-330.93,-0.0033093000000000003,BUY 1 000333 @ 82.58；逆向修复信号集中，恐慌卖压过度，轻仓验证
2021-03-17,FreeRiderAgent,000002,SELL,10,32.71,327.1,98954.4,99795.1,-204.9,-0.002049,SELL 10 000002 @ 32.71；拥挤信号集中，多个agent减仓，锁定利润
2021-03-17,ContrarianAgent,000333,SELL,10,84.07,840.7,101044.32,104147.81,4147.81,0.041478100000000004,SELL 10 000333 @ 84.07；逆向拥挤交易，多人买入形成过度乐观，卖出10股降低风险
2021-03-17,CommitteeTeamAgent,000333,BUY,10,84.07,840.7,98710.2,99878.0,-122.0,-0.00122,BUY 10 000333 @ 84.07；跟随多个好友逆向信号，000333深跌21.51%后恐慌卖压过度，均值修复潜力
2021-03-17,DynamicTeamAgent,000002,SELL,5,32.71,163.55,83263.88,99008.63,-991.37,-0.0099137,SELL 5 000002 @ 32.71；拥挤信号集中，多个好友减仓，降低风险
2021-03-17,SocialGraphAgent,000333,BUY,10,84.07,840.7,91130.5,100687.8,687.8,0.0068779999999999996,BUY 10 000333 @ 84.07；好友群体逆向加仓，验证深跌修复逻辑，加仓摊低成本。
