date,event_type,sender,receiver,detail
2021-01-05,friend_request,MeanReversionAgent,ContrarianAgent,MeanReversionAgent 向 ContrarianAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_accept,ContrarianAgent,MeanReversionAgent,ContrarianAgent 通过了 MeanReversionAgent 的好友申请：对方关注000002可交流逆向时机，信息互补有价值。
2021-01-05,friend_request,MeanReversionAgent,TruthfulReporterAgent,MeanReversionAgent 向 TruthfulReporterAgent 发起好友申请：需要真实市场数据验证均值回归信号，信息互补。
2021-01-05,friend_accept,TruthfulReporterAgent,MeanReversionAgent,TruthfulReporterAgent 通过了 MeanReversionAgent 的好友申请：申请理由合理，信息互补可提升分析质量，当前无风险。
2021-01-05,friend_request,DrawdownBuyerAgent,TruthfulReporterAgent,DrawdownBuyerAgent 向 TruthfulReporterAgent 发起好友申请：需要真实市场分析辅助识别未来回撤机会
2021-01-05,friend_accept,TruthfulReporterAgent,DrawdownBuyerAgent,TruthfulReporterAgent 通过了 DrawdownBuyerAgent 的好友申请：申请理由合理，信息互补可提升分析质量，当前无风险。
2021-01-05,friend_request,RandomAgent,SocialGraphAgent,RandomAgent 向 SocialGraphAgent 发起好友申请：同为601899买入者，交流成交量逻辑，验证分歧
2021-01-05,friend_reject,SocialGraphAgent,RandomAgent,SocialGraphAgent 拒绝了 RandomAgent 的好友申请：对方已卖出601899，非当前买入者，且策略随机，无稳定信息互补价值。
2021-01-05,friend_request,FreeRiderAgent,RandomAgent,FreeRiderAgent 向 RandomAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_reject,RandomAgent,FreeRiderAgent,RandomAgent 拒绝了 FreeRiderAgent 的好友申请：对方寻求验证随机交易逻辑，但你的策略无稳定信息互补，且之前已被类似理由拒绝。
2021-01-05,friend_request,FreeRiderAgent,TruthfulReporterAgent,FreeRiderAgent 向 TruthfulReporterAgent 发起好友申请：希望获取真实市场解读，互补信息验证方向。
2021-01-05,friend_accept,TruthfulReporterAgent,FreeRiderAgent,TruthfulReporterAgent 通过了 FreeRiderAgent 的好友申请：申请理由合理，信息互补可提升分析质量，当前无风险。
2021-01-05,friend_request,CommitteeTeamAgent,TruthfulReporterAgent,CommitteeTeamAgent 向 TruthfulReporterAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-05,friend_accept,TruthfulReporterAgent,CommitteeTeamAgent,TruthfulReporterAgent 通过了 CommitteeTeamAgent 的好友申请：信息互补可提升分析质量，与FreeRiderAgent类似，风险可控。
2021-01-05,friend_request,SocialGraphAgent,CommitteeTeamAgent,SocialGraphAgent 向 CommitteeTeamAgent 发起好友申请：你建仓002415，我想探讨安防板块与资源股信息互补价值。
2021-01-05,friend_accept,CommitteeTeamAgent,SocialGraphAgent,CommitteeTeamAgent 通过了 SocialGraphAgent 的好友申请：安防与资源股信息互补，可提升分析质量，风险可控。
