date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-05,MomentumAgent,000002,BUY,1,31.54,31.54,55862.18,84884.62,-15115.38,-0.1511538,BUY 1 000002 @ 31.54；中期强势ret20+13%，短期回调加仓追涨
2021-03-05,MeanReversionAgent,002594,BUY,1,196.37,196.37,66291.16,97004.15,-2995.85,-0.0299585,BUY 1 002594 @ 196.37；超跌-20.5%多Agent验证，均值回归加仓
2021-03-05,LowVolatilityAgent,002594,BUY,1,196.37,196.37,99192.41,100637.95,637.95,0.006379500000000001,BUY 1 002594 @ 196.37；超跌反弹多Agent验证，分散集中风险，低波动小仓位参与
2021-03-05,DrawdownBuyerAgent,000002,SELL,10,31.54,315.4,414.53,89429.24,-10570.76,-0.1057076,SELL 10 000002 @ 31.54；减仓止盈，释放现金准备加仓超跌002594
2021-03-05,RandomAgent,600036,BUY,1,51.4,51.4,83335.16,98353.97,-1646.03,-0.0164603,BUY 1 600036 @ 51.40；银行股遭多Agent减仓后逆向低吸，随机验证轮动逻辑
2021-03-05,TruthfulReporterAgent,002594,BUY,1,196.37,196.37,98536.08,100084.3,84.3,0.000843,BUY 1 002594 @ 196.37；超跌-20.50%，多Agent验证换仓逻辑，分散集中风险。
2021-03-05,PersuaderAgent,600036,SELL,1,51.4,51.4,96715.7,97795.64,-2204.36,-0.0220436,SELL 1 600036 @ 51.40；技术面看空
2021-03-05,FreeRiderAgent,002594,BUY,1,196.37,196.37,97798.68,100114.0,114.0,0.00114,BUY 1 002594 @ 196.37；超跌-18.77%共识验证，多Agent加仓，分散集中风险
2021-03-05,ContrarianAgent,000002,BUY,1,31.54,31.54,98089.5,100237.62,237.62,0.0023762,BUY 1 000002 @ 31.54；多数卖出000002，逆向加仓验证反弹延续
2021-03-05,CommitteeTeamAgent,002594,BUY,1,196.37,196.37,94494.6,100110.76,110.76,0.0011076,BUY 1 002594 @ 196.37；超跌-20.50%，多Agent共识换仓，分散集中风险
2021-03-05,DynamicTeamAgent,600036,SELL,10,51.4,514.0,94332.12,99843.99,-156.01,-0.0015600999999999998,SELL 10 600036 @ 51.40；减仓银行，多Agent共识换仓超跌品种，降低集中风险
2021-03-05,SocialGraphAgent,002594,BUY,1,196.37,196.37,97908.18,100079.44,79.44,0.0007944,BUY 1 002594 @ 196.37；多Agent超跌共识验证，换仓分散风险
