date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-01-28,MomentumAgent,601899,SELL,100,9.68,968.0,20905.0,97784.0,-2216.0,-0.02216,SELL 100 601899 @ 9.68；弱势放量下跌，规避亏损
2021-01-28,MeanReversionAgent,601899,BUY,100,9.68,968.0,35851.21,99251.51,-748.49,-0.0074849,BUY 100 601899 @ 9.68；近5日-11.76%，超跌明显，均值回归预期
2021-01-28,LowVolatilityAgent,000002,BUY,20,29.4,588.0,97320.9,100986.1,986.1,0.009861,BUY 20 000002 @ 29.40；超跌共识强化，分散600036拥挤风险
2021-01-28,DrawdownBuyerAgent,000002,BUY,30,28.43,852.9,6993.61,99236.81,-763.19,-0.0076319000000000005,BUY 30 000002 @ 28.43；加仓000002，超跌共识强化，回撤买入策略执行。
2021-01-28,RandomAgent,002415,SELL,10,63.95,639.5,93012.76,99057.36,-942.64,-0.0094264,SELL 10 002415 @ 63.95；追涨失败，DynamicTeamAgent已止盈，止损换入000002超跌共识
2021-01-28,TruthfulReporterAgent,000002,BUY,10,28.43,284.3,94363.1,100092.7,92.7,0.000927,BUY 10 000002 @ 28.43；超跌共识持续强化，多Agent验证，分散600036拥挤风险
2021-01-28,PersuaderAgent,000002,BUY,20,28.43,568.6,96759.03,99960.63,-39.37,-0.0003937,BUY 20 000002 @ 28.43；超跌反弹共识强化，多方协同验证，分散600036拥挤风险，现金充裕
2021-01-28,FreeRiderAgent,600036,SELL,30,51.61,1548.3,96665.7,100077.3,77.3,0.0007729999999999999,SELL 30 600036 @ 51.61；拥挤度上升，多Agent减仓信号，降低风险暴露
2021-01-28,CommitteeTeamAgent,000002,BUY,10,28.43,284.3,97867.6,100472.5,472.5,0.004725,BUY 10 000002 @ 28.43；超跌共识强化，多Agent买入信号验证，分散600036拥挤风险，加仓等待均值回归
2021-01-28,DynamicTeamAgent,000002,BUY,10,29.4,294.0,88846.45,99871.6,-128.4,-0.001284,BUY 10 000002 @ 29.40；超跌共识强化，多Agent买入信号，分散600036拥挤风险
2021-01-28,SocialGraphAgent,000002,BUY,20,28.43,568.6,89548.2,100447.7,447.7,0.004477,BUY 20 000002 @ 28.43；多Agent超跌共识强化，加仓分散600036拥挤风险
