date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-10,MomentumAgent,000002,BUY,100,30.69,3069.0,30765.0,87972.9,-12027.1,-0.120271,BUY 100 000002 @ 30.69；000002 ret20+9.92%强势，追涨非拥挤布局
2021-03-10,MeanReversionAgent,002594,BUY,2,177.19,354.38,1267.7,88537.63,-11462.37,-0.11462370000000001,BUY 2 002594 @ 177.19；ret5=-15.52%深跌超卖，均值回归信号明显，加仓利用恐慌后反弹
2021-03-10,DrawdownBuyerAgent,000002,BUY,10,30.69,306.9,7417.01,85845.31,-14154.69,-0.1415469,BUY 10 000002 @ 30.69；000002短期深跌-8.39%，中期正收益9.92%，非拥挤共识，多个agent换仓至此，利用深跌修复机会。
2021-03-10,RandomAgent,601899,BUY,5,10.49,52.45,91161.46,98487.71,-1512.29,-0.0151229,BUY 5 601899 @ 10.49；非共识逆势布局，高成交量表明资金博弈，ret20持平有反弹潜力
2021-03-10,TruthfulReporterAgent,000002,BUY,10,31.02,310.2,94793.46,99876.96,-123.04,-0.0012304,BUY 10 000002 @ 31.02；非拥挤且ret20为正，减仓000333后加仓
2021-03-10,PersuaderAgent,000002,BUY,10,31.02,310.2,95211.16,99367.46,-632.54,-0.006325399999999999,BUY 10 000002 @ 31.02；非拥挤标的，中期正收益，跟随拥挤退潮布局
2021-03-10,FreeRiderAgent,000002,BUY,10,31.02,310.2,99450.2,99757.1,-242.9,-0.002429,BUY 10 000002 @ 31.02；非拥挤逆势布局，中期收益为正。
2021-03-10,ContrarianAgent,000333,BUY,10,83.66,836.6,100347.32,104082.21,4082.21,0.0408221,BUY 10 000333 @ 83.66；拥挤卖出共识过度，逆向买入，等待恐慌消退反弹
2021-03-10,CommitteeTeamAgent,000333,SELL,40,83.66,3346.4,99842.0,99842.0,-158.0,-0.00158,SELL 40 000333 @ 83.66；拥挤共识风险高，清仓换至非拥挤000002
2021-03-10,DynamicTeamAgent,000333,SELL,5,81.99,409.95,83767.48,98473.38,-1526.62,-0.015266199999999999,SELL 5 000333 @ 81.99；减仓拥挤共识标的000333，规避集中风险
2021-03-10,SocialGraphAgent,000333,SELL,20,81.99,1639.8,92461.8,100153.3,153.3,0.001533,SELL 20 000333 @ 81.99；减仓拥挤共识风险标的
