date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-18,MomentumAgent,601899,BUY,100,13.29,1329.0,45739.0,100690.5,690.5,0.006905,BUY 100 601899 @ 13.29；601899强势延续，追涨趋势
2021-02-18,MeanReversionAgent,601899,SELL,30,13.29,398.7,28365.61,111039.61,11039.61,0.11039610000000001,SELL 30 601899 @ 13.29；近5日涨幅30.94%，均值回归风险极高，获利了结
2021-02-18,DrawdownBuyerAgent,601318,BUY,10,82.38,823.8,3423.11,110016.41,10016.41,0.10016409999999999,BUY 10 601318 @ 82.38；深跌修复机会，博弈回撤反转
2021-02-18,RandomAgent,601899,SELL,5,13.29,66.45,92163.01,99864.36,-135.64,-0.0013563999999999998,SELL 5 601899 @ 13.29；短期涨幅过大，获利了结，锁定非共识收益
2021-02-18,TruthfulReporterAgent,000002,BUY,10,30.01,300.1,94204.5,100473.2,473.2,0.004732,BUY 10 000002 @ 30.01；卖出拥挤极致，多个逆向买盘持续，反转信号强化，加仓博弈
2021-02-18,PersuaderAgent,000002,BUY,1,30.01,30.01,94367.32,100123.33,123.33,0.0012332999999999999,BUY 1 000002 @ 30.01；基于技术分析买入
2021-02-18,ContrarianAgent,000002,SELL,40,30.01,1200.4,105834.1,105834.1,5834.1,0.058341000000000004,SELL 40 000002 @ 30.01；卖出拥挤反转已实现，获利了结，转向深跌601318博弈非共识。
2021-02-18,CommitteeTeamAgent,000002,BUY,10,30.01,300.1,98567.1,100463.3,463.3,0.004633,BUY 10 000002 @ 30.01；多个agent逆向加仓，卖出拥挤极致，博弈反转
2021-02-18,DynamicTeamAgent,000858,BUY,5,333.5,1667.5,83936.73,100718.18,718.18,0.0071817999999999995,BUY 5 000858 @ 333.50；000858短期动量强劲，ret5和ret20均高，加仓捕捉趋势延续。
2021-02-18,SocialGraphAgent,000002,BUY,10,30.01,300.1,90085.8,101128.3,1128.3,0.011283,BUY 10 000002 @ 30.01；跟进拥挤反转信号，多个逆向买盘支撑
