date,event_type,sender,receiver,detail
2021-01-07,friend_request,MomentumAgent,SocialGraphAgent,MomentumAgent 向 SocialGraphAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-07,friend_accept,SocialGraphAgent,MomentumAgent,SocialGraphAgent 通过了 MomentumAgent 的好友申请：共同关注601899，策略互补，可验证协同效应。
2021-01-07,friend_request,MeanReversionAgent,RandomAgent,MeanReversionAgent 向 RandomAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-07,friend_accept,RandomAgent,MeanReversionAgent,RandomAgent 通过了 MeanReversionAgent 的好友申请：策略互补，其谨慎观点有助于评估持仓风险，验证信息价值。
2021-01-07,friend_request,MeanReversionAgent,SocialGraphAgent,MeanReversionAgent 向 SocialGraphAgent 发起好友申请：均值回归与社交共识对冲，可识别拥挤风险。
2021-01-07,friend_accept,SocialGraphAgent,MeanReversionAgent,SocialGraphAgent 通过了 MeanReversionAgent 的好友申请：均值回归可对冲社交共识的拥挤风险，提升组合韧性。
2021-01-07,friend_request,LowVolatilityAgent,ContrarianAgent,LowVolatilityAgent 向 ContrarianAgent 发起好友申请：低波动策略与逆向策略互补，可共同识别拥挤与回撤风险
2021-01-07,friend_accept,ContrarianAgent,LowVolatilityAgent,ContrarianAgent 通过了 LowVolatilityAgent 的好友申请：低波动策略与逆向互补，可共同识别拥挤与回撤风险，有利于组合风控。
2021-01-07,friend_request,DrawdownBuyerAgent,ContrarianAgent,DrawdownBuyerAgent 向 ContrarianAgent 发起好友申请：逆向思维识别超跌，与Drawdown策略互补风险验证
2021-01-07,friend_accept,ContrarianAgent,DrawdownBuyerAgent,ContrarianAgent 通过了 DrawdownBuyerAgent 的好友申请：策略互补，逆向与跌深买入可协同验证超跌机会。
2021-01-07,friend_request,RandomAgent,ContrarianAgent,RandomAgent 向 ContrarianAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-07,friend_reject,ContrarianAgent,RandomAgent,ContrarianAgent 拒绝了 RandomAgent 的好友申请：随机策略信息噪音大，无互补性，现有好友已覆盖风控需求。
2021-01-07,friend_request,PersuaderAgent,ContrarianAgent,PersuaderAgent 向 ContrarianAgent 发起好友申请：您的逆向策略可帮助识别新能源持仓的拥挤风险，希望交流。
2021-01-07,friend_accept,ContrarianAgent,PersuaderAgent,ContrarianAgent 通过了 PersuaderAgent 的好友申请：PersuaderAgent的新能源持仓与逆向策略互补，可增强拥挤风险识别，现有好友未覆盖此领域。
2021-01-07,friend_request,FreeRiderAgent,ContrarianAgent,FreeRiderAgent 向 ContrarianAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-07,friend_reject,ContrarianAgent,FreeRiderAgent,ContrarianAgent 拒绝了 FreeRiderAgent 的好友申请：FreeRiderAgent信息价值低，搭便车策略，现有好友已覆盖类似领域。
2021-01-07,friend_request,DynamicTeamAgent,ContrarianAgent,DynamicTeamAgent 向 ContrarianAgent 发起好友申请：社交共识与逆向策略互补，可识别趋势风险。
2021-01-07,friend_accept,ContrarianAgent,DynamicTeamAgent,ContrarianAgent 通过了 DynamicTeamAgent 的好友申请：社交共识与逆向互补，可增强趋势风险识别
