date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-15,MomentumAgent,601899,BUY,1,11.25,11.25,24224.15,88542.85,-11457.15,-0.11457149999999999,BUY 1 601899 @ 11.25；601899 ret5+5.44%且量能创新高，趋势强劲，追涨加仓
2021-03-15,MeanReversionAgent,000333,BUY,1,82.3,82.3,1.62,87965.59,-12034.41,-0.1203441,BUY 1 000333 @ 82.30；000333 ret20深跌14.86%，恐慌卖压过度，均值回归机会
2021-03-15,LowVolatilityAgent,000002,SELL,3,31.44,94.32,99580.6,100908.35,908.35,0.0090835,SELL 3 000002 @ 31.44；接近尾声，拥挤卖出信号增多，锁利降低风险
2021-03-15,DrawdownBuyerAgent,002594,BUY,1,174.26,174.26,7029.92,85119.98,-14880.02,-0.1488002,BUY 1 002594 @ 174.26；深跌30%后价值修复机会，现金充足，加仓1股摊低成本。
2021-03-15,RandomAgent,601899,SELL,5,11.25,56.25,91260.31,98421.61,-1578.39,-0.0157839,SELL 5 601899 @ 11.25；量能异常放大，短期超买，非共识减仓锁定部分利润。
2021-03-15,PersuaderAgent,002594,BUY,1,174.26,174.26,93865.8,99492.16,-507.84,-0.005078399999999999,BUY 1 002594 @ 174.26；002594 ret20 -30%深跌，DrawdownBuyerAgent已买入修复，跟进逆向布局
2021-03-15,FreeRiderAgent,000002,SELL,10,31.44,314.4,99453.1,99767.5,-232.5,-0.002325,SELL 10 000002 @ 31.44；跟随多位agent卖出降低拥挤风险，保留部分仓位观察
2021-03-15,ContrarianAgent,000002,SELL,10,31.44,314.4,100736.62,104070.67,4070.67,0.0407067,SELL 10 000002 @ 31.44；非拥挤修复逻辑短期拥挤，逆向减仓锁定收益
2021-03-15,CommitteeTeamAgent,000002,SELL,10,31.44,314.4,99221.9,99850.7,-149.3,-0.0014930000000000002,SELL 10 000002 @ 31.44；拥挤信号增加，部分止盈降低风险
2021-03-15,DynamicTeamAgent,000002,SELL,10,31.44,314.4,83926.13,98632.13,-1367.87,-0.013678699999999998,SELL 10 000002 @ 31.44；短期拥挤，逆向减仓信号集中，部分止盈
2021-03-15,SocialGraphAgent,000333,BUY,10,82.3,823.0,91642.2,100325.5,325.5,0.003255,BUY 10 000333 @ 82.30；多个逆向信号验证，恐慌卖压过度，布局中期反弹
