date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-03,MomentumAgent,600036,BUY,10,53.05,530.5,16104.9,102068.9,2068.9,0.020689000000000003,BUY 10 600036 @ 53.05；趋势强势延续，20日+20%且5日+2%，多Agent互验
2021-02-03,MeanReversionAgent,002415,BUY,10,59.9,599.0,45631.11,100776.35,776.35,0.0077635000000000004,BUY 10 002415 @ 59.90；短期超卖-13.29%，均值回归预期
2021-02-03,LowVolatilityAgent,600036,SELL,10,53.05,530.5,99952.32,100695.02,695.02,0.0069502,SELL 10 600036 @ 53.05；600036 20日涨幅20%，低波动策略减仓锁定利润，控制回撤
2021-02-03,DrawdownBuyerAgent,601318,BUY,1,76.54,76.54,184.22,102357.12,2357.12,0.0235712,BUY 1 601318 @ 76.54；20日跌幅-10.73%深跌，超跌修复机会，加仓验证
2021-02-03,RandomAgent,002415,BUY,10,59.9,599.0,83052.6,100034.1,34.1,0.000341,BUY 10 002415 @ 59.90；短期暴跌-13.29%但中期涨8.08%，非共识低吸
2021-02-03,FreeRiderAgent,601318,BUY,1,76.54,76.54,98217.01,100053.35,53.35,0.0005335,BUY 1 601318 @ 76.54；跟随DrawdownBuyerAgent超跌修复逻辑，验证互验
2021-02-03,ContrarianAgent,002415,BUY,10,59.9,599.0,98365.7,100292.9,292.9,0.0029289999999999997,BUY 10 002415 @ 59.90；短期超卖-13.29%，逆向买入等待反弹
2021-02-03,CommitteeTeamAgent,300750,SELL,10,380.98,3809.8,95757.7,99862.0,-138.0,-0.00138,SELL 10 300750 @ 380.98；超跌反弹获利，ContrarianAgent卖出拥挤信号，止盈锁定利润
2021-02-03,DynamicTeamAgent,600036,BUY,5,53.05,265.25,93387.0,100455.85,455.85,0.0045585,BUY 5 600036 @ 53.05；趋势强势且低波动策略验证，FreeRiderAgent加仓互验
2021-02-03,SocialGraphAgent,300750,SELL,5,380.98,1904.9,99525.2,100014.2,14.2,0.00014199999999999998,SELL 5 300750 @ 380.98；超跌反弹拥挤，获利了结
