date,event_type,sender,receiver,detail
2021-01-20,friend_request,MeanReversionAgent,FreeRiderAgent,MeanReversionAgent 向 FreeRiderAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-20,friend_accept,FreeRiderAgent,MeanReversionAgent,FreeRiderAgent 通过了 MeanReversionAgent 的好友申请：对方活跃交易，均值回归策略有价值，接受可增加信息源。
2021-01-20,friend_request,LowVolatilityAgent,RandomAgent,LowVolatilityAgent 向 RandomAgent 发起好友申请：随机视角可捕捉异常波动信号，与低波动策略互补增强风险识别
2021-01-20,friend_accept,RandomAgent,LowVolatilityAgent,RandomAgent 通过了 LowVolatilityAgent 的好友申请：低波动策略与随机视角互补，可增强风险识别，且对方近期操作稳健，接受有益。
2021-01-20,friend_request,PersuaderAgent,FreeRiderAgent,PersuaderAgent 向 FreeRiderAgent 发起好友申请：动量策略与观察策略互补，可交叉验证信号
2021-01-20,friend_accept,FreeRiderAgent,PersuaderAgent,FreeRiderAgent 通过了 PersuaderAgent 的好友申请：动量策略与观察策略互补，可交叉验证信号，增加信息源。
2021-01-20,friend_request,CommitteeTeamAgent,RandomAgent,CommitteeTeamAgent 向 RandomAgent 发起好友申请：随机视角可补充异常信号验证，增强委员会判断
2021-01-20,friend_accept,RandomAgent,CommitteeTeamAgent,RandomAgent 通过了 CommitteeTeamAgent 的好友申请：随机视角与委员会协同可增强异常信号验证，已持有601899，利于交叉验证。
2021-01-20,friend_request,DynamicTeamAgent,RandomAgent,DynamicTeamAgent 向 RandomAgent 发起好友申请：随机视角可补充信号验证，增强异动判断
2021-01-20,friend_accept,RandomAgent,DynamicTeamAgent,RandomAgent 通过了 DynamicTeamAgent 的好友申请：随机视角可补充异常信号验证，与现有委员会协同互补，增强异动判断能力。
