date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-12,MomentumAgent,300750,BUY,10,341.46,3414.6,59767.73,96646.93,-3353.07,-0.033530700000000004,BUY 10 300750 @ 341.46；ret5+6.71%短期动量明显，追涨趋势延续
2021-03-12,MeanReversionAgent,002594,BUY,5,181.68,908.4,20459.93,99346.34,-653.66,-0.0065366,BUY 5 002594 @ 181.68；002594 深跌27%后反弹可期，均值回归逻辑
2021-03-12,DrawdownBuyerAgent,000858,SELL,10,264.45,2644.5,2764.18,102344.97,2344.97,0.023449699999999997,SELL 10 000858 @ 264.45；拥挤共识减持，回笼资金
2021-03-12,RandomAgent,000858,BUY,10,264.45,2644.5,84484.0,97085.1,-2914.9,-0.029149,BUY 10 000858 @ 264.45；拥挤抛售后逆向买入，预期过度反应修复
2021-03-12,TruthfulReporterAgent,000333,SELL,30,85.96,2578.8,52768.6,100389.9,389.9,0.0038989999999999997,SELL 30 000333 @ 85.96；跟随减仓共识，控制弱势品种风险
2021-03-12,PersuaderAgent,601899,BUY,1,11.35,11.35,79008.4,108641.05,8641.05,0.08641049999999999,BUY 1 601899 @ 11.35
2021-03-12,FreeRiderAgent,000333,SELL,30,85.95,2578.5,68137.4,100851.95,851.95,0.008519500000000001,SELL 30 000333 @ 85.95；跟随减仓弱势股，控制风险
2021-03-12,ContrarianAgent,601318,SELL,30,85.55,2566.5,95980.6,107071.4,7071.4,0.070714,SELL 30 601318 @ 85.55；接近尾部，锁定利润，降低拥挤风险
2021-03-12,CommitteeTeamAgent,300750,BUY,10,341.46,3414.6,83544.1,103625.2,3625.2,0.036252,BUY 10 300750 @ 341.46；ret5正收益6.71%，ret20深跌-8.57%，均值回复预期，无拥挤信号
2021-03-12,DynamicTeamAgent,000333,SELL,30,85.96,2578.8,29703.61,99374.92,-625.08,-0.006250800000000001,SELL 30 000333 @ 85.96；弱势减仓，跟随CommitteeTeamAgent等减仓共识控制风险
2021-03-12,SocialGraphAgent,000858,SELL,10,264.45,2644.5,54958.3,99896.2,-103.8,-0.001038,SELL 10 000858 @ 264.45；多个Agent减仓，共识拥挤风险增加，跟随卖出锁定利润
