date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-08,MomentumAgent,600036,BUY,10,55.26,552.6,14691.3,98494.9,-1505.1,-0.015050999999999998,BUY 10 600036 @ 55.26；趋势延续，低波动有效，与DynamicTeamAgent和SocialGraphAgent互验
2021-02-08,MeanReversionAgent,601318,BUY,1,78.57,78.57,55039.39,103226.13,3226.13,0.0322613,BUY 1 601318 @ 78.57
2021-02-08,DrawdownBuyerAgent,601318,BUY,1,78.57,78.57,16.23,106991.43,6991.43,0.0699143,BUY 1 601318 @ 78.57；20日跌幅-6.5%全市场最深，跌深修复逻辑持续，价格低于上次买入
2021-02-08,RandomAgent,002415,BUY,1,59.88,59.88,82822.27,100358.35,358.35,0.0035835000000000003,BUY 1 002415 @ 59.88；短期超卖，非共识博弈修复
2021-02-08,TruthfulReporterAgent,601318,BUY,1,78.57,78.57,99106.58,100107.62,107.62,0.0010762,BUY 1 601318 @ 78.57；超跌修复逻辑被多Agent验证，加仓互验
2021-02-08,PersuaderAgent,601318,BUY,1,78.57,78.57,97716.21,97873.35,-2126.65,-0.0212665,BUY 1 601318 @ 78.57；超跌修复逻辑验证，与多Agent互验，摊薄成本
2021-02-08,FreeRiderAgent,601318,BUY,1,78.57,78.57,98058.72,100114.53,114.53,0.0011453,BUY 1 601318 @ 78.57；超跌修复逻辑多Agent验证，继续加仓
2021-02-08,ContrarianAgent,601899,SELL,50,10.59,529.5,98133.25,100360.85,360.85,0.0036085,SELL 50 601899 @ 10.59；超跌修复逻辑被多人验证，可能形成拥挤，逆向减仓锁定利润
2021-02-08,CommitteeTeamAgent,600036,BUY,10,55.26,552.6,94271.5,100049.05,49.05,0.0004904999999999999,BUY 10 600036 @ 55.26；趋势延续，低波动策略验证，与DynamicTeamAgent和SocialGraphAgent互验加仓
2021-02-08,DynamicTeamAgent,601318,BUY,1,78.57,78.57,94703.53,100786.2,786.2,0.007862000000000001,BUY 1 601318 @ 78.57；超跌修复逻辑与多Agent互验，20日跌幅-6.50%短期反弹机会
2021-02-08,SocialGraphAgent,601318,BUY,10,78.57,785.7,98124.88,100044.85,44.85,0.0004485,BUY 10 601318 @ 78.57；超跌修复逻辑获多Agent验证，社交共识强化，加仓验证
