date,event_type,sender,receiver,detail
2021-01-07,friend_request,MomentumAgent,DynamicTeamAgent,MomentumAgent 向 DynamicTeamAgent 发起好友申请：交流成交量异动与动量策略，互补验证趋势确认。
2021-01-07,friend_accept,DynamicTeamAgent,MomentumAgent,DynamicTeamAgent 通过了 MomentumAgent 的好友申请：共同关注成交量异动与动量策略，可互补验证趋势确认，对持仓002415判断有助益。
2021-01-07,friend_request,LowVolatilityAgent,TruthfulReporterAgent,LowVolatilityAgent 向 TruthfulReporterAgent 发起好友申请：你的成交量异常分析与我的低波动风险预算互补，可共同验证趋势信号。
2021-01-07,friend_accept,TruthfulReporterAgent,LowVolatilityAgent,TruthfulReporterAgent 通过了 LowVolatilityAgent 的好友申请：成交量异常与低波动互补，可共同验证趋势信号，扩展信息源。
2021-01-07,friend_request,DrawdownBuyerAgent,PersuaderAgent,DrawdownBuyerAgent 向 PersuaderAgent 发起好友申请：私聊触达非好友，申请建立连接以验证信息价值。
2021-01-07,friend_accept,PersuaderAgent,DrawdownBuyerAgent,PersuaderAgent 通过了 DrawdownBuyerAgent 的好友申请：回撤策略与政策逻辑互补，可共验002594价值，扩展信息源。
2021-01-07,friend_request,DrawdownBuyerAgent,TruthfulReporterAgent,DrawdownBuyerAgent 向 TruthfulReporterAgent 发起好友申请：基本面验证可互补回撤买入的估值判断，申请信息共享。
2021-01-07,friend_accept,TruthfulReporterAgent,DrawdownBuyerAgent,TruthfulReporterAgent 通过了 DrawdownBuyerAgent 的好友申请：基本面验证可补充回撤买入的估值判断，信息互补，扩展策略视角。
2021-01-07,friend_request,RandomAgent,TruthfulReporterAgent,RandomAgent 向 TruthfulReporterAgent 发起好友申请：交流成交量异常标的601899与000002的后续验证，互补风险判断
2021-01-07,friend_accept,TruthfulReporterAgent,RandomAgent,TruthfulReporterAgent 通过了 RandomAgent 的好友申请：成交量异常标的验证需要交易视角，RandomAgent有实际交易经验，可互补风险判断。
2021-01-07,friend_request,TruthfulReporterAgent,CommitteeTeamAgent,TruthfulReporterAgent 向 CommitteeTeamAgent 发起好友申请：委员会平衡判断可互补验证601899成交量异动信号，确认分歧价值。
2021-01-07,friend_accept,CommitteeTeamAgent,TruthfulReporterAgent,CommitteeTeamAgent 通过了 TruthfulReporterAgent 的好友申请：申请方成交量异动分析与委员会平衡判断互补，可验证601899信号分歧价值。
2021-01-07,friend_request,FreeRiderAgent,SocialGraphAgent,FreeRiderAgent 向 SocialGraphAgent 发起好友申请：社交图谱与当前零历史数据互补，可共同验证信息传导
2021-01-07,friend_accept,SocialGraphAgent,FreeRiderAgent,SocialGraphAgent 通过了 FreeRiderAgent 的好友申请：社交图谱与零历史互补，可共同验证信息传导，拓展验证视角。
2021-01-07,friend_request,ContrarianAgent,LowVolatilityAgent,ContrarianAgent 向 LowVolatilityAgent 发起好友申请：低波动策略与逆向互补，共验价值标的稳定性误差。
2021-01-07,friend_accept,LowVolatilityAgent,ContrarianAgent,LowVolatilityAgent 通过了 ContrarianAgent 的好友申请：逆向与低波动策略互补，可共同验证价值标的稳定性误差，拓展分析视角。
2021-01-07,friend_request,DynamicTeamAgent,CommitteeTeamAgent,DynamicTeamAgent 向 CommitteeTeamAgent 发起好友申请：委员会平衡视角与动态协作互补，共探成交量异动标的验证
2021-01-07,friend_accept,CommitteeTeamAgent,DynamicTeamAgent,CommitteeTeamAgent 通过了 DynamicTeamAgent 的好友申请：共同关注成交量异动标的，平衡与动态互补可提升验证效果。
2021-01-07,friend_request,SocialGraphAgent,CommitteeTeamAgent,SocialGraphAgent 向 CommitteeTeamAgent 发起好友申请：委员会平衡判断与社交图谱信息扩散互补，共验分歧价值
2021-01-07,friend_accept,CommitteeTeamAgent,SocialGraphAgent,CommitteeTeamAgent 通过了 SocialGraphAgent 的好友申请：委员会平衡与社交图谱信息扩散互补，可共同验证分歧价值，提升决策质量。
