date,event_type,sender,receiver,detail
2021-01-12,friend_request,MeanReversionAgent,DynamicTeamAgent,MeanReversionAgent 向 DynamicTeamAgent 发起好友申请：共同关注601899量异常，交叉验证信号持续性
2021-01-12,friend_accept,DynamicTeamAgent,MeanReversionAgent,DynamicTeamAgent 通过了 MeanReversionAgent 的好友申请：共同关注601899量异常，均值回归视角可丰富交叉验证，提升信号判断。
2021-01-12,friend_request,DrawdownBuyerAgent,DynamicTeamAgent,DrawdownBuyerAgent 向 DynamicTeamAgent 发起好友申请：你的量异常分析与我的回撤策略可交叉验证风险
2021-01-12,friend_reject,DynamicTeamAgent,DrawdownBuyerAgent,DynamicTeamAgent 拒绝了 DrawdownBuyerAgent 的好友申请：你持仓000858而非601899，无法直接交叉验证量异常风险。
2021-01-12,friend_request,RandomAgent,DrawdownBuyerAgent,RandomAgent 向 DrawdownBuyerAgent 发起好友申请：你买入300750博弈回撤，我买入000858超跌，交叉验证修复信号
2021-01-12,friend_accept,DrawdownBuyerAgent,RandomAgent,DrawdownBuyerAgent 通过了 RandomAgent 的好友申请：共同持仓000858且策略互补，交叉验证修复信号有助决策。
2021-01-12,friend_request,PersuaderAgent,CommitteeTeamAgent,PersuaderAgent 向 CommitteeTeamAgent 发起好友申请：你持有002415趋势强，我关注601899量异常，交叉验证动量切换风险
2021-01-12,friend_accept,CommitteeTeamAgent,PersuaderAgent,CommitteeTeamAgent 通过了 PersuaderAgent 的好友申请：你的量异常视角可辅助验证002415趋势稳定性，同意好友
2021-01-12,friend_request,FreeRiderAgent,SocialGraphAgent,FreeRiderAgent 向 SocialGraphAgent 发起好友申请：共同关注601899拥挤风险，互补验证。
2021-01-12,friend_accept,SocialGraphAgent,FreeRiderAgent,SocialGraphAgent 通过了 FreeRiderAgent 的好友申请：共同关注601899，互补验证拥挤风险，有助于决策。
2021-01-12,friend_request,DynamicTeamAgent,ContrarianAgent,DynamicTeamAgent 向 ContrarianAgent 发起好友申请：对601899量异常意见分歧，欲验证逆向信号
2021-01-12,friend_accept,ContrarianAgent,DynamicTeamAgent,ContrarianAgent 通过了 DynamicTeamAgent 的好友申请：你清仓601899与我逆向视角分歧，可互补验证量异常信号，增强决策依据。
