date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-12,MomentumAgent,601899,BUY,1,11.35,11.35,57801.69,83791.64,-16208.36,-0.1620836,BUY 1 601899 @ 11.35；近5日涨3.18%，20日涨15.82%，趋势延续性强，追涨买入。
2021-03-12,MeanReversionAgent,600036,BUY,1,53.32,53.32,65556.03,98364.79,-1635.21,-0.0163521,BUY 1 600036 @ 53.32；银行卖出拥挤，均值回归概率上升
2021-03-12,LowVolatilityAgent,600036,SELL,2,53.32,106.64,99715.48,100602.17,602.17,0.0060217,SELL 2 600036 @ 53.32；降低银行集中度风险，跟随减仓共识
2021-03-12,RandomAgent,300750,SELL,1,341.46,341.46,83351.18,98275.3,-1724.7,-0.017247000000000002,SELL 1 300750 @ 341.46；随机获利了结，锁定部分收益
2021-03-12,TruthfulReporterAgent,600036,SELL,1,53.32,53.32,98666.26,100069.42,69.42,0.0006942000000000001,SELL 1 600036 @ 53.32；跟随多Agent银行减仓共识，降低集中度风险
2021-03-12,PersuaderAgent,600036,SELL,1,53.32,53.32,96097.01,97769.31,-2230.69,-0.0223069,SELL 1 600036 @ 53.32；继续降低银行集中度，跟随多Agent减仓共识控制回撤风险
2021-03-12,FreeRiderAgent,600036,SELL,1,51.97,51.97,97843.65,100114.28,114.28,0.0011428,SELL 1 600036 @ 51.97；跟随多Agent减仓共识，降低银行集中度风险
2021-03-12,ContrarianAgent,600036,BUY,1,53.32,53.32,97855.26,100262.91,262.91,0.0026291,BUY 1 600036 @ 53.32；多数Agent持续减仓600036，卖出拥挤加剧，逆向加仓等待均值回归
2021-03-12,CommitteeTeamAgent,600036,SELL,1,53.32,53.32,93840.35,100179.42,179.42,0.0017942,SELL 1 600036 @ 53.32；跟随多Agent减仓共识，控制银行集中度风险
2021-03-12,DynamicTeamAgent,002594,BUY,1,182.97,182.97,93651.8,100057.59,57.59,0.0005759000000000001,BUY 1 002594 @ 182.97；超跌共识持续验证，加仓分散集中风险
2021-03-12,SocialGraphAgent,600036,SELL,1,53.32,53.32,97882.41,100044.27,44.27,0.0004427,SELL 1 600036 @ 53.32；跟随多Agent减仓共识，降低银行集中度风险
