date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-15,MomentumAgent,601899,SELL,100,11.25,1125.0,7938.05,87761.95,-12238.05,-0.12238049999999999,SELL 100 601899 @ 11.25；多Agent集中卖出，分歧加大，减持降低风险
2021-03-15,MeanReversionAgent,000858,BUY,4,251.01,1004.04,337.49,91215.8,-8784.2,-0.087842,BUY 4 000858 @ 251.01；000858 ret20=-21.56%，深度回撤，均值回归信号。
2021-03-15,LowVolatilityAgent,002415,SELL,10,53.99,539.9,98679.97,99531.07,-468.93,-0.0046893,SELL 10 002415 @ 53.99；波动加大，低波动策略减仓控制回撤
2021-03-15,RandomAgent,601899,BUY,10,11.25,112.5,91133.12,101704.72,1704.72,0.017047200000000002,BUY 10 601899 @ 11.25；多Agent卖出过度，随机视角验证超卖反弹
2021-03-15,TruthfulReporterAgent,601899,SELL,20,11.25,225.0,44695.7,93581.8,-6418.2,-0.064182,SELL 20 601899 @ 11.25；多Agent卖出拥挤反转验证，减仓降低风险
2021-03-15,PersuaderAgent,601318,SELL,10,85.11,851.1,77744.2,99152.7,-847.3,-0.008473,SELL 10 601318 @ 85.11；跟随ContrarianAgent逆向卖出信号，验证拥挤调整风险
2021-03-15,FreeRiderAgent,601899,SELL,20,11.35,227.0,75815.9,96028.5,-3971.5,-0.039715,SELL 20 601899 @ 11.35；跟随多Agent拥挤反转信号，继续减仓降低风险
2021-03-15,ContrarianAgent,601899,BUY,100,11.25,1125.0,2614.7,87737.9,-12262.1,-0.12262100000000001,BUY 100 601899 @ 11.25；逆向买入卖出拥挤，多人卖出形成共识，验证过度悲观
2021-03-15,CommitteeTeamAgent,601899,SELL,10,11.25,112.5,89419.66,100926.16,926.16,0.0092616,SELL 10 601899 @ 11.25；多空分歧加大，减仓锁定部分利润并降低风险
2021-03-15,DynamicTeamAgent,601899,SELL,20,11.25,225.0,86193.0,99585.0,-415.0,-0.00415,SELL 20 601899 @ 11.25；多空分歧加大，跟随CommitteeTeamAgent减仓降低风险
2021-03-15,SocialGraphAgent,601899,SELL,50,11.25,562.5,98811.1,100048.6,48.6,0.000486,SELL 50 601899 @ 11.25；多空分歧加剧，多个Agent卖出，减仓降低风险
