date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-25,MomentumAgent,000002,BUY,1,32.99,32.99,32885.11,86717.07,-13282.93,-0.1328293,BUY 1 000002 @ 32.99；追涨5日强势9.93%，趋势延续
2021-02-25,MeanReversionAgent,002594,BUY,1,209.25,209.25,67418.31,98733.77,-1266.23,-0.0126623,BUY 1 002594 @ 209.25；5日跌幅19.21%过度，均值回归布局
2021-02-25,DrawdownBuyerAgent,601318,SELL,1,87.14,87.14,142.25,95720.97,-4279.03,-0.042790299999999996,SELL 1 601318 @ 87.14；拥挤风险多Agent验证，减仓释放现金用于超跌机会
2021-02-25,RandomAgent,601899,BUY,1,12.98,12.98,83388.31,99185.36,-814.64,-0.0081464,BUY 1 601899 @ 12.98；20日涨幅18%，短期回调-2.3%，随机博弈资源股
2021-02-25,TruthfulReporterAgent,600036,BUY,1,54.45,54.45,99110.9,100148.65,148.65,0.0014865,BUY 1 600036 @ 54.45；多Agent验证低波动趋势，回调加仓分散风险
2021-02-25,PersuaderAgent,000858,BUY,1,288.9,288.9,97310.45,97871.6,-2128.4,-0.021284,BUY 1 000858 @ 288.90；超跌反弹-13.37%，多Agent验证超跌逻辑，分散600036集中风险
2021-02-25,FreeRiderAgent,601318,SELL,1,83.78,83.78,98310.9,100272.58,272.58,0.0027258,SELL 1 601318 @ 83.78；拥挤信号多Agent验证，减仓避险
2021-02-25,ContrarianAgent,000333,BUY,1,93.94,93.94,98255.99,100338.69,338.69,0.0033869,BUY 1 000333 @ 93.94；低波动共识过度拥挤，超跌品种000333逆势买入
2021-02-25,CommitteeTeamAgent,601318,SELL,1,87.14,87.14,94256.67,100405.73,405.73,0.0040573,SELL 1 601318 @ 87.14；拥挤多Agent验证，继续减仓避险
2021-02-25,DynamicTeamAgent,000002,BUY,1,32.99,32.99,94498.67,100181.0,181.0,0.00181,BUY 1 000002 @ 32.99；强势延续，分散600036集中风险
2021-02-25,SocialGraphAgent,600036,BUY,1,54.45,54.45,98453.09,100187.96,187.96,0.0018796000000000002,BUY 1 600036 @ 54.45；低波动趋势多Agent验证，分散风险，加仓协同
