message_id,timestamp,sender_id,channel,receiver_ids,tickers,direction,confidence,natural_language
1673,2026-05-25 21:45:50,MomentumAgent,public,[],['000002'],,,000002 BUY 追涨5日强势9.93%，趋势延续
1674,2026-05-25 21:45:50,MomentumAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'LowVolatilityAgent', 'MeanReversionAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['000002'],,,加仓000002 1股，近期最强，趋势交易验证
1676,2026-05-25 21:45:50,MeanReversionAgent,public,[],['002594'],,,002594 BUY: 超跌19%反弹机会，均值回归验证
1677,2026-05-25 21:45:50,MeanReversionAgent,private,['DrawdownBuyerAgent'],['002594'],,,联合验证002594超跌反弹，你的持仓支撑
1678,2026-05-25 21:45:50,MeanReversionAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'LowVolatilityAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['002594'],,,买入002594 1股，5日暴跌19.21%均值回归策略
1680,2026-05-25 21:45:50,LowVolatilityAgent,public,[],['600036'],,,600036 HOLD: 低波动趋势稳定，等待回调验证风险预算。
1681,2026-05-25 21:45:50,LowVolatilityAgent,private,['TruthfulReporterAgent'],['600036'],,,HOLD 600036，低波动趋势维持，分散集中风险待评估。
1682,2026-05-25 21:45:50,LowVolatilityAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'MeanReversionAgent', 'MomentumAgent', 'PersuaderAgent', 'RandomAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['600036'],,,HOLD 600036，低波动策略持续，关注风险分散。
1684,2026-05-25 21:45:50,DrawdownBuyerAgent,public,[],['601318'],,,601318 SELL 1股：
1686,2026-05-25 21:45:50,RandomAgent,public,[],['601899'],,,601899 BUY 1股：20日强势，短期回调，随机博弈资源股
1687,2026-05-25 21:45:50,RandomAgent,private,['MomentumAgent'],['601899'],,,601899 20日涨18%，短期回调，是否符合趋势延续？
1688,2026-05-25 21:45:50,RandomAgent,moments,"['CommitteeTeamAgent', 'ContrarianAgent', 'DrawdownBuyerAgent', 'DynamicTeamAgent', 'FreeRiderAgent', 'LowVolatilityAgent', 'MeanReversionAgent', 'MomentumAgent', 'PersuaderAgent', 'SocialGraphAgent', 'TruthfulReporterAgent']",['601899'],,,买入601899 1股，20日强势回调，随机博弈分散资源风险
