date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-11,MomentumAgent,300750,BUY,1,331.28,331.28,57813.04,83795.97,-16204.03,-0.1620403,BUY 1 300750 @ 331.28；近期最强，趋势延续
2021-03-11,MeanReversionAgent,002594,BUY,1,182.97,182.97,65609.35,97680.17,-2319.83,-0.023198299999999998,"BUY 1 002594 @ 182.97；002594 ret5 -7.82%, ret20 -29.60%, 超跌严重，均值回归预期强烈，多Agent共识验证，加仓押注反弹。"
2021-03-11,LowVolatilityAgent,600036,SELL,1,51.97,51.97,99608.84,100593.59,593.59,0.0059359,SELL 1 600036 @ 51.97；降低银行集中度，控制回撤风险
2021-03-11,DrawdownBuyerAgent,002594,BUY,1,182.97,182.97,128.19,90271.83,-9728.17,-0.0972817,BUY 1 002594 @ 182.97；超跌共识延续，分散集中风险
2021-03-11,RandomAgent,601899,SELL,1,11.54,11.54,83009.72,98175.55,-1824.45,-0.0182445,SELL 1 601899 @ 11.54；随机获利了结，锁定部分利润
2021-03-11,TruthfulReporterAgent,600036,SELL,1,49.25,49.25,98612.94,100060.7,60.7,0.000607,SELL 1 600036 @ 49.25；多Agent减仓银行共识强，跟随降低集中度风险
2021-03-11,PersuaderAgent,600036,SELL,1,48.5,48.5,96043.69,97775.53,-2224.47,-0.0222447,SELL 1 600036 @ 48.50；跟随多Agent减仓共识，降低银行集中度，控制回撤
2021-03-11,FreeRiderAgent,002594,BUY,1,182.97,182.97,97791.68,100103.36,103.36,0.0010336,BUY 1 002594 @ 182.97；超跌共识持续验证，多Agent加仓，分散集中风险
2021-03-11,ContrarianAgent,600036,BUY,1,51.97,51.97,97908.58,100251.53,251.53,0.0025153,BUY 1 600036 @ 51.97；多数Agent减仓600036形成拥挤卖出，逆向加仓等待均值回归
2021-03-11,CommitteeTeamAgent,002594,BUY,1,182.97,182.97,93787.03,100107.77,107.77,0.0010777,BUY 1 002594 @ 182.97；多Agent超跌共识持续验证，分散集中风险，加仓002594
2021-03-11,DynamicTeamAgent,600036,SELL,1,51.97,51.97,93834.77,99943.03,-56.97,-0.0005697,SELL 1 600036 @ 51.97；继续降低银行集中度，控制回撤风险
2021-03-11,SocialGraphAgent,600036,SELL,1,51.97,51.97,97829.09,100043.52,43.52,0.0004352,SELL 1 600036 @ 51.97；跟随多Agent减仓共识，降低银行集中度风险
