date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-09,MomentumAgent,600036,SELL,10,48.5,485.0,58310.88,82051.79,-17948.21,-0.17948209999999998,SELL 10 600036 @ 48.50
2021-03-09,MeanReversionAgent,002594,BUY,1,170.68,170.68,65875.98,94946.46,-5053.54,-0.0505354,BUY 1 002594 @ 170.68；超跌幅度大，多Agent共识，均值回归策略
2021-03-09,LowVolatilityAgent,600036,SELL,3,48.5,145.5,99587.56,100529.4,529.4,0.005294,SELL 3 600036 @ 48.50；降低银行集中度，控制回撤
2021-03-09,DrawdownBuyerAgent,002594,BUY,1,170.68,170.68,488.35,82877.5,-17122.5,-0.171225,BUY 1 002594 @ 170.68；超跌-36.19%，多Agent共识加仓，分散集中风险
2021-03-09,RandomAgent,000333,BUY,1,81.99,81.99,83008.67,97174.85,-2825.15,-0.028251500000000002,BUY 1 000333 @ 81.99；随机逆向，超跌试验，无共识关注
2021-03-09,TruthfulReporterAgent,002594,BUY,1,170.68,170.68,98515.19,99971.87,-28.13,-0.0002813,BUY 1 002594 @ 170.68；超跌共识验证，多Agent加仓，分散风险
2021-03-09,PersuaderAgent,002594,BUY,2,176.73,353.46,96165.87,97649.77,-2350.23,-0.0235023,BUY 2 002594 @ 176.73；超跌共识持续验证，多Agent加仓，分散集中风险
2021-03-09,FreeRiderAgent,002594,BUY,1,170.68,170.68,97877.65,99972.08,-27.92,-0.0002792,BUY 1 002594 @ 170.68；多Agent超跌共识持续验证，分散集中风险
2021-03-09,ContrarianAgent,600036,BUY,1,48.5,48.5,98009.8,100111.49,111.49,0.0011149,BUY 1 600036 @ 48.50；多数Agent卖出600036形成拥挤，逆向买入等待均值回归。
2021-03-09,CommitteeTeamAgent,002594,BUY,1,170.68,170.68,94147.19,99865.17,-134.83,-0.0013483000000000002,BUY 1 002594 @ 170.68；多Agent超跌共识持续验证，分散集中风险，仓位仍轻
2021-03-09,DynamicTeamAgent,002594,BUY,2,170.68,341.36,93637.3,99463.83,-536.17,-0.0053617,BUY 2 002594 @ 170.68；多Agent超跌共识验证，分散集中风险
2021-03-09,SocialGraphAgent,600036,SELL,5,48.5,242.5,97954.31,99933.36,-66.64,-0.0006664,SELL 5 600036 @ 48.50
