date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-26,MomentumAgent,000002,SELL,100,33.1,3310.0,41180.0,91235.0,-8765.0,-0.08765,SELL 100 000002 @ 33.10；反弹拥挤，多Agent减仓锁定利润，趋势减弱
2021-02-26,MeanReversionAgent,000002,SELL,10,33.1,331.0,1152.07,97049.63,-2950.37,-0.029503699999999997,SELL 10 000002 @ 33.10；000002反弹拥挤信号强化，多Agent同步减仓，均值回归策略规避风险
2021-02-26,LowVolatilityAgent,000002,SELL,5,33.1,165.5,99102.0,100935.1,935.1,0.009351,SELL 5 000002 @ 33.10；反弹拥挤信号强化，多Agent同步卖出，锁定利润降低回撤风险。
2021-02-26,DrawdownBuyerAgent,000002,SELL,100,33.1,3310.0,12651.31,92971.51,-7028.49,-0.0702849,SELL 100 000002 @ 33.10；反弹拥挤信号强化，多个Agent同步减仓，回撤买入策略不参与拥挤修复，止盈离场
2021-02-26,RandomAgent,601899,BUY,5,12.19,60.95,94675.51,99106.25,-893.75,-0.0089375,BUY 5 601899 @ 12.19；短期回调不改变ret20强势，非拥挤独立动量，加仓摊薄成本
2021-02-26,TruthfulReporterAgent,000002,SELL,10,33.1,331.0,93597.3,100164.7,164.7,0.0016469999999999998,SELL 10 000002 @ 33.10；反弹拥挤信号强化，多agent同步卖出，锁定利润规避反转风险
2021-02-26,PersuaderAgent,000333,BUY,10,93.08,930.8,93419.88,99620.63,-379.37,-0.0037937,BUY 10 000333 @ 93.08；深跌修复信号增强，多Agent同步买入，资金面支撑，博弈反弹修复
2021-02-26,FreeRiderAgent,000333,BUY,10,93.08,930.8,97688.0,100061.0,61.0,0.00061,BUY 10 000333 @ 93.08；深跌修复共识增强，多Agent已买入，跟随参与者队列
2021-02-26,ContrarianAgent,601899,BUY,10,12.19,121.9,105687.22,105821.31,5821.31,0.058213100000000004,BUY 10 601899 @ 12.19；逆向加仓独立动量，近期回调提供入场点，拥挤修复过热资金流出
2021-02-26,CommitteeTeamAgent,000333,BUY,10,93.08,930.8,97937.6,100354.8,354.8,0.003548,BUY 10 000333 @ 93.08；深跌修复信号增强，多agent共识买入，加仓博弈反弹。
2021-02-26,DynamicTeamAgent,000002,SELL,20,33.1,662.0,82646.13,99325.24,-674.76,-0.0067476,SELL 20 000002 @ 33.10；反弹拥挤，多Agent同步卖出，锁定利润降低风险
2021-02-26,SocialGraphAgent,000002,SELL,10,33.1,331.0,91377.9,100767.2,767.2,0.007672000000000001,SELL 10 000002 @ 33.10；反弹拥挤信号持续强化，多Agent同步卖出，锁定利润降低风险。
