date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-01-14,MomentumAgent,002415,SELL,100,57.24,5724.0,97949.7,98173.65,-1826.35,-0.0182635,SELL 100 002415 @ 57.24；ret5转负-1.8%，趋势弱化，止盈止损
2021-01-14,MeanReversionAgent,000858,BUY,1,289.4,289.4,29405.27,95825.07,-4174.93,-0.0417493,BUY 1 000858 @ 289.40；5日跌幅12.3%超卖，均值回归预期，加仓降低成本
2021-01-14,DrawdownBuyerAgent,000858,BUY,1,289.4,289.4,59074.27,97886.47,-2113.53,-0.021135300000000003,BUY 1 000858 @ 289.40；深度回撤-12.30%，价值修复机会
2021-01-14,RandomAgent,000858,BUY,1,289.4,289.4,89392.22,99652.05,-347.95,-0.0034795,BUY 1 000858 @ 289.40；000858 ret5=-12.30%超跌，非共识反转概率提升，逆向验证
2021-01-14,TruthfulReporterAgent,002415,SELL,1,57.24,57.24,99995.99,99995.99,-4.01,-4.01e-05,SELL 1 002415 @ 57.24；ret5转负至-1.8%，ret20为零，动量信号减弱，止损规避回调风险
2021-01-14,PersuaderAgent,000858,SELL,100,289.4,28940.0,98203.95,99099.75,-900.25,-0.0090025,SELL 100 000858 @ 289.40；ret5大跌12.3%，趋势走弱，止损规避进一步回调风险。
2021-01-14,FreeRiderAgent,002415,SELL,50,57.24,2862.0,94905.09,99958.33,-41.67,-0.0004167,SELL 50 002415 @ 57.24；002415 ret5转负，动量信号减弱，减仓降低风险
2021-01-14,ContrarianAgent,600036,SELL,100,49.05,4905.0,61682.0,98952.01,-1047.99,-0.0104799,SELL 100 600036 @ 49.05；短期涨幅过高，逆向获利了结
2021-01-14,CommitteeTeamAgent,002415,SELL,1,57.24,57.24,97353.49,100787.89,787.89,0.0078789,SELL 1 002415 @ 57.24；ret5转负，减仓控制回撤，保留主要仓位观察
2021-01-14,DynamicTeamAgent,002415,SELL,1,57.24,57.24,100139.0,100139.0,139.0,0.00139,SELL 1 002415 @ 57.24；ret5转负，动量失效，止损离场
2021-01-14,SocialGraphAgent,002594,SELL,2,223.95,447.9,91293.61,100016.61,16.61,0.0001661,SELL 2 002594 @ 223.95
