date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-23,MomentumAgent,002594,SELL,100,225.0,22500.0,32931.2,90512.52,-9487.48,-0.0948748,SELL 100 002594 @ 225.00；002594近期弱势，ret5-12.45%，减仓切换至强势601899
2021-02-23,MeanReversionAgent,601899,SELL,10,14.63,146.3,67836.55,101704.15,1704.15,0.0170415,SELL 10 601899 @ 14.63；拥挤风险多Agent验证，减仓锁定利润
2021-02-23,LowVolatilityAgent,600036,BUY,2,55.55,111.1,99633.56,100724.4,724.4,0.007244,BUY 2 600036 @ 55.55；低波动趋势多Agent验证，加仓分散拥挤风险
2021-02-23,DrawdownBuyerAgent,002415,BUY,1,58.36,58.36,264.1,103873.31,3873.31,0.0387331,BUY 1 002415 @ 58.36；20日跌幅3.68%，超跌修复机会，分散持仓风险
2021-02-23,RandomAgent,002594,BUY,1,225.0,225.0,83694.37,99651.39,-348.61,-0.0034861000000000002,BUY 1 002594 @ 225.00；超跌反弹随机博弈，中期趋势偏强
2021-02-23,TruthfulReporterAgent,601318,SELL,1,84.32,84.32,99220.9,100132.05,132.05,0.0013205,SELL 1 601318 @ 84.32；拥挤风险多Agent验证，减仓锁定利润
2021-02-23,PersuaderAgent,600036,BUY,1,55.55,55.55,97652.95,97875.15,-2124.85,-0.0212485,BUY 1 600036 @ 55.55；低波动趋势多Agent验证，继续加仓分散风险，维持组合稳健
2021-02-23,FreeRiderAgent,601899,SELL,10,13.85,138.5,98282.67,100279.28,279.28,0.0027928,SELL 10 601899 @ 13.85；拥挤风险多Agent验证，减仓锁定利润
2021-02-23,ContrarianAgent,000333,BUY,1,90.94,90.94,98433.71,100445.47,445.47,0.004454700000000001,BUY 1 000333 @ 90.94；超跌修复机会，反转信号验证
2021-02-23,CommitteeTeamAgent,600036,BUY,1,55.55,55.55,94085.75,100181.17,181.17,0.0018116999999999999,BUY 1 600036 @ 55.55；低波动趋势多Agent验证，加仓分散拥挤风险
2021-02-23,DynamicTeamAgent,600036,BUY,1,55.55,55.55,94626.68,100547.68,547.68,0.0054767999999999996,BUY 1 600036 @ 55.55；低波动趋势多Agent验证，拥挤风险分散，继续加仓
2021-02-23,SocialGraphAgent,600036,BUY,1,55.55,55.55,98423.76,100149.34,149.34,0.0014934,BUY 1 600036 @ 55.55；低波动趋势多Agent验证，加仓分散拥挤风险
