date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-02-02,MomentumAgent,002594,BUY,1,267.5,267.5,16635.4,103312.3,3312.3,0.033123,BUY 1 002594 @ 267.50；002594 ret5+5.22%强势延续，追涨加仓验证趋势
2021-02-02,MeanReversionAgent,601318,BUY,1,78.18,78.18,46230.11,99132.13,-867.87,-0.0086787,BUY 1 601318 @ 78.18
2021-02-02,DrawdownBuyerAgent,601318,BUY,10,78.18,781.8,260.76,100315.26,315.26,0.0031525999999999998,BUY 10 601318 @ 78.18；跌幅-5.81%，20日-7.23%，超跌修复机会
2021-02-02,RandomAgent,000858,BUY,10,304.12,3041.2,83651.6,99970.4,-29.6,-0.00029600000000000004,BUY 10 000858 @ 304.12；非共识买入回调的白酒，低吸机会
2021-02-02,TruthfulReporterAgent,300750,BUY,1,350.33,350.33,98876.37,100047.27,47.27,0.00047270000000000005,"BUY 1 300750 @ 350.33；多个独立Agent（DrawdownBuyer, Persuader, Contrarian, DynamicTeam）互验超跌-13.21%修复逻辑，证据较强，买入1股验证。"
2021-02-02,FreeRiderAgent,600036,BUY,10,51.97,519.7,98293.55,100048.35,48.35,0.0004835,BUY 10 600036 @ 51.97；趋势强势且低波动策略验证，加仓跟随
2021-02-02,ContrarianAgent,300750,SELL,10,367.8,3678.0,98964.7,100328.1,328.1,0.003281,SELL 10 300750 @ 367.80；超跌买入拥挤，逆向减仓
2021-02-02,CommitteeTeamAgent,300750,BUY,10,367.8,3678.0,91947.9,99735.6,-264.4,-0.0026439999999999996,BUY 10 300750 @ 367.80；超跌共识验证，多Agent买入互验，预期反弹
2021-02-02,DynamicTeamAgent,300750,BUY,5,367.8,1839.0,93652.25,100255.75,255.75,0.0025575,BUY 5 300750 @ 367.80；超跌-8.51%后反弹逻辑持续，多Agent互验，加仓验证
2021-02-02,SocialGraphAgent,300750,BUY,5,367.8,1839.0,97620.3,99958.7,-41.3,-0.00041299999999999996,BUY 5 300750 @ 367.80；跟随好友超跌反弹互验，300750跌幅-8.51%但短期超卖，与ContrarianAgent等互验
