date,agent,equity,cash,pnl,pnl_pct,positions_json,position_summary,last_action,friend_count,friends,run_id,round_id
2021-01-26,MomentumAgent,98009.6,68715.6,-1990.4,-0.019904,"{""600036"": 50, ""002415"": 20, ""002594"": 100}","002415 20, 002594 100, 600036 50",SELL 100 600036 @ 51.40；ret5-0.87%弱势，换仓追涨强势股,9,"CommitteeTeamAgent, ContrarianAgent, DynamicTeamAgent, FreeRiderAgent, MeanReversionAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,MeanReversionAgent,99988.8,46036.6,-11.2,-0.000112,"{""300750"": 100, ""000858"": 20, ""002594"": 30, ""601318"": 20}","000858 20, 002594 30, 300750 100, 601318 20",BUY 20 601318 @ 83.00；ret5-4.38%超跌，多人逆向布局，均值回归预期,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,LowVolatilityAgent,98973.5,93833.5,-1026.5,-0.010265,"{""600036"": 100}",600036 100,HOLD：当前持仓600036低波动且无显著风险信号，维持现有仓位控制回撤,10,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, MeanReversionAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,DrawdownBuyerAgent,100938.7,18338.6,938.7,0.009387000000000001,"{""300750"": 50, ""000858"": 150, ""601899"": 100, ""002594"": 20, ""000002"": 101, ""601318"": 100}","000002 101, 000858 150, 002594 20, 300750 50, 601318 100, 601899 100",BUY 50 601318 @ 84.88；ret5 -4.38%回撤，多人逆向买入验证均值回归,11,"CommitteeTeamAgent, ContrarianAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,RandomAgent,99257.4,88345.4,-742.6,-0.007426,"{""000002"": 100, ""601318"": 50, ""002415"": 50, ""601899"": 50}","000002 100, 002415 50, 601318 50, 601899 50",SELL 50 601318 @ 83.00；多人买入形成拥挤，随机逆向止盈,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,TruthfulReporterAgent,100426.2,100426.2,426.2,0.004262,{},cash only,SELL 10 002594 @ 254.22；反弹17%后量能未持续放大，止盈锁定利润。,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,PersuaderAgent,100319.0,83182.0,319.0,0.00319,"{""601899"": 50, ""601318"": 200}","601318 200, 601899 50",BUY 50 601318 @ 83.00；好友共识验证均值回归，超跌未修复,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,FreeRiderAgent,99944.5,87494.5,-55.5,-0.000555,"{""601318"": 150}",601318 150,BUY 50 601318 @ 84.88；好友共识买入均值回归，超跌反弹验证,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,ContrarianAgent,107127.0,81705.0,7127.0,0.07127,"{""002594"": 100}",002594 100,HOLD：601318买盘拥挤，逆向看空，继续持有现金观望,11,"CommitteeTeamAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,CommitteeTeamAgent,100317.0,92017.0,317.0,0.00317,"{""601318"": 100}",601318 100,BUY 50 601318 @ 83.00；跟随多好友逆向共识，加仓均值回归,11,"ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,DynamicTeamAgent,99905.01,83305.01,-94.99,-0.0009498999999999999,"{""601318"": 200}",601318 200,BUY 50 601318 @ 83.00；跟随多好友逆向布局，均值回归预期,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, SocialGraphAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
2021-01-26,SocialGraphAgent,99990.0,91690.0,-10.0,-0.0001,"{""601318"": 100}",601318 100,HOLD：刚随好友买入，等待均值回归验证,11,"CommitteeTeamAgent, ContrarianAgent, DrawdownBuyerAgent, DynamicTeamAgent, FreeRiderAgent, LowVolatilityAgent, MeanReversionAgent, MomentumAgent, PersuaderAgent, RandomAgent, TruthfulReporterAgent",run_20260526_015126_867367_truthful_anchor_attempt1,round_017
