date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-17,MomentumAgent,600036,BUY,1,53.4,53.4,36760.52,92340.92,-7659.08,-0.0765908,BUY 1 600036 @ 53.40；ret5=8.43%领涨，量能放大，趋势延续加仓
2021-03-17,MeanReversionAgent,000858,BUY,1,264.31,264.31,290.34,94751.93,-5248.07,-0.0524807,BUY 1 000858 @ 264.31；均值回归逻辑，深跌后反弹初步，加仓博弈修复
2021-03-17,LowVolatilityAgent,600036,SELL,1,53.4,53.4,99502.28,99700.07,-299.93,-0.0029993,SELL 1 600036 @ 53.40；近5日涨幅8.43%，轮次末期锁定利润，控制回撤
2021-03-17,DrawdownBuyerAgent,000858,BUY,1,264.31,264.31,1611.26,90354.24,-9645.76,-0.0964576,BUY 1 000858 @ 264.31；深跌22.86%后5日反弹4.64%，修复动力较强，轮次末期小仓位博弈修复。
2021-03-17,RandomAgent,002594,SELL,1,176.88,176.88,76268.51,100274.44,274.44,0.0027444,SELL 1 002594 @ 176.88；拥挤卖出潮持续，轮次末期随机跟随减仓控制风险，非共识但符合实盘波动管理
2021-03-17,TruthfulReporterAgent,002415,SELL,1,53.5,53.5,97994.59,100095.57,95.57,0.0009557,SELL 1 002415 @ 53.50；短线弱势，轮次末减仓控风险
2021-03-17,PersuaderAgent,002594,SELL,1,176.88,176.88,100666.92,104853.79,4853.79,0.0485379,SELL 1 002594 @ 176.88；拥挤卖出持续，轮次末期继续减仓控风险
2021-03-17,FreeRiderAgent,002415,SELL,1,53.3,53.3,96816.8,100082.49,82.49,0.0008248999999999999,SELL 1 002415 @ 53.30；短线弱势，轮次末锁定利润
2021-03-17,ContrarianAgent,002594,BUY,1,176.88,176.88,88304.15,101267.14,1267.14,0.012671400000000001,BUY 1 002594 @ 176.88；拥挤卖出持续，逆势加仓博弈深跌修复，轮次末控制仓位仅加1股。
2021-03-17,CommitteeTeamAgent,002594,SELL,1,176.47,176.47,98208.62,100811.54,811.54,0.0081154,SELL 1 002594 @ 176.47；拥挤卖出潮持续，多位Agent减仓，轮次末期控制波动风险。
2021-03-17,DynamicTeamAgent,601899,BUY,1,11.09,11.09,98365.09,100056.21,56.21,0.0005621000000000001,BUY 1 601899 @ 11.09；量能放大趋势向好，多Agent确认，加仓博弈延续
2021-03-17,SocialGraphAgent,601899,BUY,1,11.09,11.09,95142.41,100051.68,51.68,0.0005168,BUY 1 601899 @ 11.09；量能充沛趋势向好，多Agent买入确认，跟进加仓
