date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-04,MomentumAgent,002594,SELL,10,198.5,1985.0,55893.72,85154.38,-14845.62,-0.1484562,SELL 10 002594 @ 198.50；002594短期弱势，持仓集中，减仓分散风险，转配相对强势品种
2021-03-04,MeanReversionAgent,000858,BUY,1,266.31,266.31,66487.53,97474.41,-2525.59,-0.0252559,BUY 1 000858 @ 266.31；过度抛售，5日-7.82%，20日-6.88%，均值回归反弹机会
2021-03-04,LowVolatilityAgent,002594,BUY,1,198.5,198.5,99388.78,100657.88,657.88,0.0065788,BUY 1 002594 @ 198.50；超跌-18.77%，多Agent验证换仓，分散集中风险
2021-03-04,RandomAgent,601899,SELL,1,11.45,11.45,83386.56,98463.13,-1536.87,-0.015368699999999999,SELL 1 601899 @ 11.45；今日大跌-11.79%，但ret20仍+18.29%，随机逆向减仓锁定部分利润，与超跌共识形成分歧
2021-03-04,TruthfulReporterAgent,002594,BUY,1,198.5,198.5,98732.45,100107.29,107.29,0.0010729000000000001,BUY 1 002594 @ 198.50；超跌-18.77%，多Agent验证换仓逻辑，分散集中风险
2021-03-04,PersuaderAgent,002594,BUY,1,198.5,198.5,96664.3,97803.52,-2196.48,-0.0219648,BUY 1 002594 @ 198.50；多Agent共识超跌换仓，验证超跌反弹逻辑，分散集中风险。
2021-03-04,FreeRiderAgent,000002,SELL,1,32.69,32.69,97995.05,100156.79,156.79,0.0015679,SELL 1 000002 @ 32.69；短期涨幅14.98%，多Agent止盈，减仓释放风险
2021-03-04,ContrarianAgent,000002,BUY,1,32.69,32.69,98121.04,100264.56,264.56,0.0026456,BUY 1 000002 @ 32.69；多数卖出，逆向加仓验证反弹延续
2021-03-04,CommitteeTeamAgent,600036,SELL,10,52.4,524.0,94690.97,100251.6,251.6,0.002516,SELL 10 600036 @ 52.40；减仓银行股，释放资金加仓超跌002594，多Agent共识换仓
2021-03-04,DynamicTeamAgent,000002,SELL,2,33.35,66.7,93818.12,99950.39,-49.61,-0.0004961,SELL 2 000002 @ 33.35；短期涨幅14.98%，多Agent获利了结，分散集中风险
2021-03-04,SocialGraphAgent,000002,SELL,1,33.35,33.35,98104.55,100116.18,116.18,0.0011618000000000002,SELL 1 000002 @ 33.35；短期涨幅12.18%，多Agent止盈，换仓超跌品种分散风险
