date,agent,ticker,side,shares,price,notional,cash,equity,pnl,pnl_pct,detail
2021-03-08,MomentumAgent,002594,SELL,10,196.37,1963.7,57825.88,82737.43,-17262.57,-0.1726257,SELL 10 002594 @ 196.37；卖出弱势超跌股002594，买入近期强势银行股601318，趋势延续。
2021-03-08,MeanReversionAgent,000858,BUY,1,244.5,244.5,66046.66,95438.62,-4561.38,-0.0456138,BUY 1 000858 @ 244.50；000858 ret5=-15.40%超卖，均值回归机会，多Agent未聚焦，独立验证。
2021-03-08,LowVolatilityAgent,600036,SELL,5,49.93,249.65,99442.06,100565.68,565.68,0.005656799999999999,SELL 5 600036 @ 49.93；减仓银行降低集中风险，释放现金应对波动
2021-03-08,DrawdownBuyerAgent,000858,SELL,1,244.5,244.5,659.03,83809.14,-16190.86,-0.1619086,SELL 1 000858 @ 244.50；减仓高仓位五粮液，释放现金加仓超跌比亚迪
2021-03-08,RandomAgent,000858,BUY,1,244.5,244.5,83090.66,97573.92,-2426.08,-0.0242608,BUY 1 000858 @ 244.50；超跌-16.35%，无人关注，逆向验证轮动逻辑
2021-03-08,TruthfulReporterAgent,600036,SELL,3,49.93,149.79,98685.87,100001.53,1.53,1.53e-05,SELL 3 600036 @ 49.93；减仓银行，多Agent共识换仓超跌品种，降低集中风险
2021-03-08,PersuaderAgent,002594,BUY,1,196.37,196.37,96519.33,97688.31,-2311.69,-0.0231169,BUY 1 002594 @ 196.37；超跌-28.42%，多Agent共识验证换仓逻辑，分散集中风险
2021-03-08,FreeRiderAgent,600036,SELL,5,49.93,249.65,98048.33,100011.85,11.85,0.0001185,SELL 5 600036 @ 49.93；减仓银行集中度，跟随多Agent换仓超跌共识
2021-03-08,ContrarianAgent,000002,BUY,1,31.2,31.2,98058.3,100164.35,164.35,0.0016435,BUY 1 000002 @ 31.20；多数卖出，逆向加仓验证反弹延续
2021-03-08,CommitteeTeamAgent,002594,BUY,1,176.73,176.73,94317.87,99963.02,-36.98,-0.0003698,BUY 1 002594 @ 176.73；超跌-18.77%共识验证，多Agent加仓验证，分散集中风险
2021-03-08,DynamicTeamAgent,002594,BUY,2,176.73,353.46,93978.66,99577.85,-422.15,-0.0042214999999999996,BUY 2 002594 @ 176.73；多Agent超跌共识验证，分散集中风险
2021-03-08,SocialGraphAgent,002594,BUY,1,196.37,196.37,97711.81,99979.84,-20.16,-0.0002016,BUY 1 002594 @ 196.37；多Agent超跌共识持续验证，继续加仓分散风险
